title,year,conference
 End-to-end memory networkswith knowledge carryover for multi-turn spoken language understanding,2016, 2016
 Empirical evaluation ofgated recurrent neural networks on sequence modeling,2014, NIPS Deep Learning and RepresentationLearning Workshop
 A copy-augmented sequence-to-sequence architecture givesgood performance on task-oriented dialogue,2017, In Proceedings of the 15th Conference of theEuropean Chapter of the Association for Computational Linguistics: Volume 2
 Neural turing machines,2014, CoRR
 Hybrid computing using a neural network with dynamic external memory,2016, Nature
 Incorporating copying mechanism insequence-to-sequence learning,2016, In Proceedings of the 54th Annual Meeting of the Associationfor Computational Linguistics (Volume 1: Long Papers)
 Adam: A method for stochastic optimization,2015, InternationalConference on Learning Representations
 Sequicity:Simplifying task-oriented dialogue systems with single sequence-to-sequence architectures,2018, InProceedings of the 56th Annual Meeting of the Association for Computational Linguistics (Volume1: Long Papers)
 Pointer sentinel mixturemodels,2017, International Conference on Learning Representations
 Key-value memory networks for directly reading documents,2016, In Proceedings of the2016 Conference on Empirical Methods in Natural Language Processing
 Natural languagegeneration in dialogue using lexicalized and delexicalized data,2016, International Conference onLearning Representations
 On-line active reward learning for policy optimisation inspoken dialogue systems,2016, Association for Computational Linguistics
 End-to-end memory networks,2015, In Advancesin neural information processing systems
 Pointer networks,2015, In C
 Memory-enhanced decoder for neuralmachine translation,2016, In Proceedings of the 2016 Conference on Empirical Methods in NaturalLanguage Processing
 A network-based end-to-end trainable task-orienteddialogue system,2017, In EACL
 End-to-end recurrent entitynetwork for entity-value independent goal-oriented dialog learning,2017, In Dialog System TechnologyChallenges Workshop
 End-to-end dynamic querymemory network for entity-value independent task-oriented dialog,2018, In 2018 IEEE InternationalConference on Acoustics
 PomdP-based statistical spokendialog systems: A review,2013, Proceedings of the IEEE
 Global-locally self-attentive dialogue statetracker,2018, In Association for Computational Linguistics
 User turns	-4-	6,1000,5	6
