title,year,conference
 Differentially private histogram publishing throughlossy compression,2012, In 2012 IEEE 12th International Conference on Data Mining
 The space complexity of approximating the frequencymoments,1999, Journal of Computer and system sciences
 Privacy amplification by subsampling: Tightanalyses via couplings and divergences,2018, arXiv preprint arXiv:1807
 The johnson-lindenstrauss transformitself preserves differential privacy,2012, In 2012 IEEE 53rd Annual Symposium on Foundations ofComputer Science
 Random forests,2001, Machine learning
 Fast and memory efficient differentially private-sgd via jl projections,2021, arXivpreprint arXiv:2102
 Finding frequent items in data streams,2002, InInternational Colloquium on Automata
 Differentially-private multi-party sketching for large-scale statistics,2020, Proceedings on Privacy Enhancing Tech-nologies
 Numerical linear algebra in the streaming model,2009, InProceedings of the forty-first annual ACM symposium on Theory of computing
 Summarizing and mining inversedistributions on data streams via dynamic inverse sampling,2005, In VLDB
 Locality-sensitive hashingscheme based on p-stable distributions,2004, In Proceedings of the twentieth annual symposium onComputational geometry
 Calibrating noise to sensitivity inprivate data analysis,2006, In Theory of cryptography conference
 Private false discovery rate control,2015, arXiv preprintarXiv:1511
 An approximate l1-difference algorithm for massive data streams,2002, SIAM Journal on Computing
 Variabilita e mutability,1912, Reprinted in Memorie di metodologica Statistica (Ed
 Criteria of PAglya type for radial positive definite functions,2001, Proceedings of theAmerican Mathematical Society
 Sketching and streaming entropy viaapproximation theory,2008, In 2008 49th Annual IEEE Symposium on Foundations of Computer Science
 Ueber einen mittelwerthabsatz,1889, Nachrichten von der Konigl
 Declaring independence via the sketching of sketches,2008, In SODA
 On the exact space complexity of sketchingand streaming small norms,2010, In Proceedings of the twenty-first annual ACM-SIAM symposium onDiscrete Algorithms
 Fast moment estimation in datastreams in optimal space,2011, In Proceedings of the forty-third annual ACM symposium on Theory ofcomputing
 Compressed counting,2009, In Proceedings of the twentieth annual ACM-SIAM symposium onDiscrete algorithms
 Methods of measuring the concentration of wealth,1905, Publications of the Americanstatistical association
 Pan-privatealgorithms via statistics on sketches,2011, In Proceedings of the thirtieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems
 A near-optimal algorithm for l1-difference,2009, arXiv preprintarXiv:0904
 The Laplace transform: theory and applications,1999, Springer Science & Business Media
 Differentially private ordinary least squares,2017, In International Conference on MachineLearning
 The flajolet-martin sketch itself preservesdifferential privacy: Private counting with minimal space,2020, Advances in Neural InformationProcessing Systems
 Differentially private anonymized histograms,2019, arXiv preprintarXiv:1910
 Mathematical Means and Averages: Basic Properties,2009, PhD thesis
 Tabulation based 4-universal hashing with applications to secondmoment estimation,2004, In SODA
 Differentially private linear algebra in the streaming model,2014, arXiv preprintarXiv:1409
 Locallydifferentially private frequency estimation with consistency,2019, arXiv preprint arXiv:1905
 Differentially privatehistogram publication,2013, The VLDB Journal
 Privkv: Key-value data collection Withlocal differential privacy,2019, In 2019 IEEE Symposium on Security and Privacy (SP)
 Adata streaming algorithm for estimating entropies of od floWs,2007, In Proceedings of the 7th ACMSIGCOMM conference on Internet measurement
