title,year,conference
 Precise capacity analysis in binary networks with multiple coding levelinputs,2010, Neural Computation
 Firing rate predictions in optimal bal-anced networks,2013, In Advances in Neural Information Processing Systems
 Spiking analog vlsi neuron assemblies asconstraint satisfaction problem solvers,2016, In 2016 IEEE International Symposium on Circuits andSystems (ISCAS)
 Matching recall and storage in sequence learningwith spiking neural networks,2013, Journal of neuroscience
 On the algorithmic power of spiking neuralnetworks,2018, arXiv preprint arXiv:1803
 Feedback action and tonic influence of corticosteroids on brainfunction: a concept arising from the heterogeneity of brain receptor systems,1987, Psychoneuroen-docrinology
 Imaging-based parcellations of the humanbrain,2018, Nature Reviews Neuroscience
 Function approximation by hardwarespiking neural network,2015, Journal of Computational Electronics
 Mathematical formulations of hebbian learning,2002, Biologicalcybernetics
 Rmp-snn: Residual membrane potentialneuron for enabling deeper high-accuracy and low-latency spiking neural network,2020, In Proceedingsof the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR)
 A spiking neural network architecture for nonlin-ear function approximation,893, Neural Networks
 Spiking-yolo: Spiking neuralnetwork for energy-efficient object detection,2020, In Proceedings of the AAAI Conference on ArtificialIntelligence
 Training deep spiking neural networks us-ing backpropagation,1662, Frontiers in Neuroscience
 Fast sigmoidal networks via spiking neurons,1997, Neural computation
 Converting static imagedatasets to spiking neuromorphic datasets using saccades,2015, Frontiers in Neuroscience
 Improving the accuracy of spiking neural networks for radar gesture recog-nition through preprocessing,2021, IEEE Transactions on Neural Networks and Learning Systems
 Spike-frequency adaptation provides a long short-term memory to networksof spiking neurons,2020, bioRxiv
 Going deeper in spikingneural networks: Vgg and residual architectures,2019, Frontiers in neuroscience
 A heterogeneous spikingneural network for unsupervised learning of spatiotemporal patterns,2021, Frontiers in Neuroscience
 Hats: Histograms of averagedtime surfaces for robust event-based object classification,2018, In 2018 IEEE/CVF Conference onComputer Vision and Pattern Recognition
 Practical bayesian optimization of machinelearning algorithms,2012, Advances in neural information processing systems
 Restocnet: Residual stochastic binary convolutionalspiking neural network for memory-efficient neuromorphic computing,2019, Frontiers in neuroscience
 Digital spiking neuron and its learning forapproximation of various spike-trains,893, Neural Networks
 Backpropagation through time: what it does and how to do it,1990, Proceedings of theIEEE
 Bifurcation spiking neural network,2019, arXivpreprint arXiv:1909
