title,year,conference
 Finite state graphongames with applications to epidemics,2021, arXiv preprint arXiv:2106
 Stochastic graphon games: Ii,2021, the linear-quadratic case
 Mean-field games and dynamic demand management in powergrids,2014, Dynamic Games and Applications
 A mean-field-typegame approach to computation offloading in mobile edge computing networks,2019, In ICC 2019-2019 IEEE International Conference on Communications (ICC)
 Graphon mean field systems,2020, arXiv preprintarXiv:2003
 Autonomous navigation of stratospheric bal-loons using reinforcement learning,2020, Nature
 Dota 2 with largescale deep reinforcement learning,2019, arXiv preprint arXiv:1912
 Weakly interacting oscillators on denserandom graphs,2020, arXiv preprint arXiv:2006
 Limits ofrandomly groWn graph sequences,2011, European Journal of Combinatorics
 Graphon mean field games and the gmfg equations: ε-nashequilibria,2019, In 2019 IEEE 58th Conference on Decision and Control (CDC)
 Stochastic graphon games:I,2019, the static case
 Model-free mean-field reinforcement learning:mean-field mdp and mean-field q-learning,2019, arXiv preprint arXiv:1910
 Agent-level maximum entropy inverse rein-forcement learning for mean field games,2021, arXiv preprint arXiv:2104
 Discrete-time mean field control withenvironment states,2021, arXiv preprint arXiv:2104
 The complexity ofcomputing a nash equilibrium,2009, SIAM Journal on Computing
 On the con-vergence of model free learning in mean field games,2020, In Proceedings of the AAAI Conference onArtificial Intelligence
 The control of arbitrary size networks of linear systems via graphonlimits: An initial investigation,2017, In 2017 IEEE 56th Annual Conference on Decision and Control(CDC)
 Graphon control of large-scale networks of linear systems,2019, IEEETransactions on Automatic Control
 Spectral representations of graphons in very large network systemscontrol,2019, In 2019 IEEE 58th Conference on Decision and Control (CDC)
 Graphop mean-field limits for kuramoto-type mod-els,2020, arXiv preprint arXiv:2007
 Mean-field controls with q-learning for coop-erative marl: Convergence and complexity analysis,2020, arXiv preprint arXiv:2002
 Mean-field multi-agent reinforcement learning:A decentralized network approach,2021, arXiv preprint arXiv:2108
 Mean field games and applications,2011, InParis-Princeton lectures on mathematical finance 2010
 Learning mean-field games,2019, In Advances inNeural Information Processing Systems
 Soft actor-critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2018, In International confer-ence on machine learning
 Large population stochastic dynamic games:closed-loop mckean-vlasov systems and the nash certainty equivalence principle,2006, Communica-tions in Information & Systems
 Deep reinforcement learning for autonomous driving: A survey,2021, IEEETransactions on Intelligent Transportation Systems
 Reinforcement learning in robotics: A survey,2013, TheInternational Journal of Robotics Research
 A case study on stochastic games on large graphs in mean fieldand sparse regimes,2020, arXiv preprint arXiv:2005
 Mean-field markov decision processes with common noise andopen-loop controls,2019, arXiv preprint arXiv:1912
 Graphon games,2019, In Proceedings of the 2019 ACM Confer-ence on Economics and Computation
 Efficient model-based multi-agent mean-fieldreinforcement learning,2021, arXiv preprint arXiv:2107
 Scaling up mean field games with online mirror descent,2021, arXivpreprint arXiv:2103
 Cooperative and distributedreinforcement learning of drones for field coverage,2018, arXiv preprint arXiv:1803
 Bellman equation and viscosity solutions for mean-field stochas-tic control problem,2018, ESAIM: Control
 Markov decision processes: discrete stochastic dynamic programming,2014, JohnWiley & Sons
 Markov-nash equilibria in mean-field games withdiscounted cost,2018, SIAM Journal on Control and Optimization
 Approximate nash equilibria in partially observedstochastic games with mean-field interactions,2019, Mathematics ofOperations Research
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Reinforcement learning in stationary mean-fieldgames,2019, In Proceedings of the 18th International Conference on Autonomous Agents and MultiA-gent Systems
 Application of deep reinforcement learning to uav fleet control,2018, In Proceedings ofSAI Intelligent Systems Conference
 Sequential decomposition of graphonmean field games,2021, In 2021 American Control Conference (ACC)
 Graphon-based sensitivity analysis of sis epi-demics,2020, IEEE Control Systems Letters
 Computational methods for obliv-ious equilibrium,2010, Operations research
 Rates of convergence of spectral methods for graphon estimation,2018, In InternationalConference on Machine Learning
 Learning deep meanfield games for modeling large population behavior,2018, In International Conference on LearningRepresentations
 Mean field multi-agent reinforcement learning,5571, In International Conference on Machine Learning
 Real Analysis: Theory Of Measure And Integration,2014, World Scientific PublishingCompany
