title,year,conference
 Deep clustering forunsupervised learning of visual features,2018, In ECCV
 Domain-specificbatch normalization for unsupervised domain adaptation,2019, In CVPR
 Psvit: Better vision transformer via token pooling and attention sharing,2021, arXiv preprintarXiv:2108
 Tagperson: A target-aware generation pipeline for person re-identification,2021, arXiv preprintarXiv:2112
 Beyond triplet loss: a deepquadruplet network for person re-identification,2017, In Proceedings of the IEEE conference oncomputer vision and pattern recognition
 Pseudo-labeling curriculum forunsupervised domain adaptation,2019, arXiv preprint arXiv:1908
 Domain adaptation for visual applications: A comprehensive survey,2017, arXivpreprint arXiv:1702
 Towardsdiscriminability and diversity: Batch nuclear-norm maximization under label insufficientsituations,2020, In CVPR
 Cluster alignment with a teacher for unsupervised domainadaptation,2019, In ICCV
 Bert: Pre-training of deepbidirectional transformers for language understanding,2018, arXiv preprint arXiv:1810
 Animage is worth 16x16 words: Transformers for image recognition at scale,2020, arXiv preprintarXiv:2010
 Cross-domain gradient discrepancyminimization for unsupervised domain adaptation,2021, In CVPR
 Unsupervised domain adaptation by backpropagation,2015, InICML
 Deepreconstruction-classification networks for unsupervised domain adaptation,2016, In ECCV
 Semi-supervised learning by entropy minimization,2005, CAP
 A kernelmethod for the two-sample-problem,2006, NIPS
 A survey on visual transformer,2020, arXiv preprintarXiv:2012
 Transformer intransformer,2021, arXiv preprint arXiv:2103
 Context and structure miningnetwork for video object detection,2021, IJCV
 Transreid: Transformer-based object re-identification,2021, arXiv preprint arXiv:2102
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Cycada: Cycle-consistent adversarial domain adaptation,2018, In ICML
 Unit: Multimodal multitask learning with a unifiedtransformer,2021, arXiv preprint arXiv:2102
 Implicit class-conditioneddomain alignment for unsupervised domain adaptation,2020, In ICML
 Exploring the quality ofgan generated images for person re-identification,2021, In Proceedings of the 29th ACM InternationalConference on Multimedia
 Contrastive adaptation networkfor unsupervised domain adaptation,2019, In CVPR
 Transformers in vision: A survey,2021, arXiv preprint arXiv:2101
 Unsupervised domain adaptation based on source-guided discrepancy,2019, In AAAI
 Sliced wassersteindiscrepancy for unsupervised domain adaptation,2019, In CVPR
 Pseudo-label: The simple and efficient semi-supervised learning method fordeep neural networks,2013, In Workshop on challenges in representation learning
 Cross-domain adaptive clustering for semi-supervised domain adaptation,2021, In CVPR
 Neural speech synthesis withtransformer network,2019, In AAAI
 Category dictionary guidedunsupervised domain adaptation for object detection,2021, In AAAI
 Domainconditioned adaptation network,2020, In AAAI
 Lifting transformer for 3dhuman pose estimation in video,2021, arXiv preprint arXiv:2103
 Trear:Transformer-based rgb-d egocentric action recognition,2021, T-CDS
 Do we really need to access the source data? sourcehypothesis transfer for unsupervised domain adaptation,2020, In ICML
 Domain adaptation with auxiliary target domain-orientedclassifier,2021, In CVPR
 Swin transformer: Hierarchical vision transformer using shifted windows,2021, arXiv preprintarXiv:2103
 Learning transferable features withdeep adaptation networks,2015, In ICML
 Deep transfer learning with jointadaptation networks,2017, In ICML
 Conditional adversarialdomain adaptation,2018, NeurIPS
 Generative pseudo-labelrefinement for unsupervised domain adaptation,2020, In WACV
 Unsupervised domainadaption of object detectors: A survey,2021, arXiv preprint arXiv:2105
 Moment matchingfor multi-source domain adaptation,2019, In ICCV
 Learning accurate entropy model with global reference for image compression,2021, 2021
 Entroformer: A transformer-basedentropy model for learned image compression,2022, arXiv preprint arXiv:2202
 Adapting visual category models to newdomains,2010, In ECCV
 Maximum classifierdiscrepancy for unsupervised domain adaptation,2018, In CVPR
 Deep coral: Correlation alignment for deep domain adaptation,2016, InECCV
 Return of frustratingly easy domain adaptation,2016, InAAAI
 Learning to rank proposals for objectdetection,2019, In ICCV
 Training data-effiCient image transformers & distillation through attention,2021, InICML
 Multimodal transformer for unaligned multimodal language sequences,2019, InACL
 Deep domain confusion:Maximizing for domain invariance,2014, arXiv preprint arXiv:1412
 Adversarial discriminative domainadaptation,2017, In CVPR
 Attention is all you need,2017, In NIPS
 Deephashing network for unsupervised domain adaptation,2017, In CVPR
 Mega-cda:Memory guided attention for category-aware unsupervised domain adaptive object detection,2021, InCVPR
 Pyramid vision transformer: A versatile backbone for dense prediction withoutconvolutions,2021, arXiv preprint arXiv:2102
 Transferablenormalization: Towards improving transferability of deep neural networks,2019, 2019
 Ada-nets: Face clustering via adaptive neighbour discovery in the structure space,2022, arXivpreprint arXiv:2109
 A survey of unsupervised deep domain adaptation,2020, TIST
 Larger norm more transferable: An adaptivefeature norm approach for unsupervised domain adaptation,2019, In iccv
 Giraffedet: A heavy-neckparadigm for object detection,2022, arXiv preprint arXiv:2202
 Transrppg: Remote photoplethysmogra-phy transformer for 3d mask face presentation attack detection,2021, IEEE SPL
 Volo: Vision outlooker forvisual recognition,2021, arXiv preprint arXiv:2106
 Category anchor-guided unsuperviseddomain adaptation for semantic segmentation,2019, NIPS
 Collaborative and adversarial network forunsupervised domain adaptation,2018, In CVPR
 A review of single-source deep unsupervised visual domain adaptation,2020, T-NNLS
 Rectifying pseudo label learning via uncertainty estimation for domainadaptive semantic segmentation,2021, IJCV
 Unsupervised domain adaptation forsemantic segmentation via class-balanced self-training,2018, In ECCV
 Confidence regularizedself-training,2019, In ICCV
