title,year,conference
 Joint time-frequency scattering,2019, IEEE Transactions on SignalProcessing
 Wavelets on the n-sphere and related manifolds,1998, Journal ofMathematical Physics
 Wavelets on the 2-sphere: a group theoretical approach,1999, Appliedand Computational Harmonic Analysis
 Asymptotics for spherical needlets,2009, Annalsof Statistics
 Testingthe Gaussianity of the COBE-DMR data with spherical wavelets,2000, Monthly Notices of the RoyalAstronomical Society
 Classification with scattering operators,2011, In Proceedings of IEEE Conferenceon Computer Vision and Patter Recognition
 Invariant scattering convolution networks,2013, IEEE Transactions on PatternAnalysis and Machine Intelligence
 Efficient generalized spherical CNNs,2021, In International Conference on LearningRepresentations
 Spherical CNNs,2018, In International Conference onLearning Representations
 Gauge equivariant convolutional networks andthe icosahedral CNN,2019, In International Conference on Machine Learning
 Simple proposal for radial3D needlets,2014, Physical Review D
 Spin-weighted spherical CNNs,2020, Advances in NeuralInformation Processing Systems
 Stability of graph scattering transforms,2019, In Advances in NeuralInformation Processing Systems
 Diffusion scattering transforms on graphs,2019, In InternationalConference on Learning Representations
 Geometric scattering for graph data analysis,2019, In InternationalConference on Machine Learning
 Spin wavelets on the sphere,2010, Journal of Fourier Analysis and Applications
 Mixed needlets,2011, Journal of Mathematical Analysis and Applications
 Spin needlets for cosmicmicrowave background polarization data analysis,2008, Physical Review D
 Spin Needlets Spectral Estimation,2009, Electronic Journal ofStatistics
 Spherical CNNs on unstructuredgrids,2018, In International Conference on Learning Representations
 Adam: A method for stochastic gradient descent,2015, In InternationalConference on Learning Representations
 Clebsch-Gordan nets: a fully Fourier space spherical convolutionalneural network,2018, In Advances in Neural Information Processing Systems
 Spherical 3D isotropic wavelets,2012, Astronomy & Astrophysics
 Exact wavelets on the ball,2012, IEEE Transactions on Signal Processing
 S2LET: A code to perform fastwavelet analysis on the sphere,2013, Astronomy & Astrophysics
 3D weak lensing with spin wavelets onthe ball,2015, Physical Review D
 Wavelet reconstruction of E and B modesfor CMB polarisation and cosmic shear analyses,2017, Monthly Notices of the Royal AstronomicalSociety
 Group invariant scattering,2012, Communications on Pure and Applied Mathematics
 Understanding deep convolutional networks,2016, Philosophical Transactions of the RoyalSociety A: Mathematical
 Posterior sampling for inverseimaging problems on the sphere,2021, arXiv preprint arXiv:2107
 Spherical needlets for cosmic microwave background data analysis,2008, Monthly Notices ofthe Royal Astronomical Society
 Simulating full-sky interferometric observations,2008, MonthlyNotices ofthe Royal Astronomical Society
 A novel sampling theorem on the sphere,2011, IEEE Transactions on SignalProcessing
 A novel sampling theorem on the sphere,2011, IEEE Transactions on SignalProcessing
 A directional continuous wavelet transform onthe sphere,2006, arXiv preprint arXiv:0609159
 Fast directional continuousspherical wavelet transform algorithms,2007, IEEE Transactions on Signal Processing
 Data compression on the sphere,2011, Astronomy &Astrophysics
 On the computation of directional scale-discretizedwavelet transforms on the sphere,2013, In Wavelets and Sparsity XV
 On spinscale-discretised wavelets on the sphere for the analysis of cmb polarisation,2014, In Proceedings IAUSymposium No
 A novel sampling theoremon the rotation group,2015, IEEE Signal Processing Letters
 A novel sampling theoremon the rotation group,2015, IEEE Signal Processing Letters
 Directional spin wavelets on thesphere,2015, arXiv preprint arXiv:1509
 Localisation of directional scale-discretised waveletson the sphere,2018, Applied and Computational Harmonic Analysis
 Localized tight frames on spheres,2006, SIAM Journal ofMathematical Analysis
 Understanding graph neural networks with asymmetricgeometric scattering transforms,2019, arXiv preprint arXiv:1911
 Geometric wavelet scattering networks on compactRiemannian manifolds,2020, In Mathematical and Scientific Machine Learning
 DeepSphere: Efficient spherical convolutionalneural network with HEALPix sampling for cosmological applications,2019, Astronomy and Computing
 Sparse Bayesian mass-mapping with uncer-tainties: Full sky observations on the celestial sphere,2020, Monthly Notices of the Royal AstronomicalSociety
 Simulation of non-Gaussian cosmicmicrowave background maps,2005, Monthly Notices of the Royal Astronomical Society
 Spin-SILC: CMB polarisationcomponent separation with spin wavelets,2016, Monthly Notices of the Royal Astronomical Society
 SILC: a new Planck InternalLinear Combination CMB temperature map using directional wavelets,2016, Monthly Notices of theRoyal Astronomical Society
 Spherical wavelets: efficiently representing functions on the sphere,1995, InComputer Graphics Proceedings (SIGGRAPH бо95)
 Polarized wavelets and curvelets on the sphere,2009, Astronomy& Astrophysics
 The lifting scheme: a construction of second generation wavelets,1997, SIAM Journal ofMathematical Analysis
 Exact reconstruction with directionalwavelets on the sphere,2008, Monthly Notices of the Royal Astronomical Society
 Graph convolutional neural networks via scattering,2020, Applied and Computa-tional Harmonic Analysis
