title,year,conference
 Conditional expectation and unbiased sequential estimation,1947, Ann
 Unsupervised learning of task-specific tree structureswith tree-lstms,2017, In CoRR
 Low-rank approximations for conditional feedforward computationin deep neural networks,2013, arXiv preprint arXiv:1312
 Learning with maximum a-posteriori perturbationmodels,2014, In Artificial Intelligence and Statistics
 Likelihood ratio gradient estimation for stochastic systems,1990, Communications of theACM
 Backpropagationthrough the void: Optimizing control variates for black-box gradient estimation,2018, In InternationalConference on Learning Representations
 Muprop: Unbiased backpropagationfor stochastic neural networks,2016, In International Conference on Learning Representations
 Cooperative learning of disjoint syntaxand semantics,2019, arXiv preprint arXiv:1902
 Categorical Reparametrization with Gumble-Softmax,2017, InInternational Conference on Learning Representations (ICLR 2017)
 Estimating gradients for discrete random variablesby sampling without replacement,2020, In International Conference on Learning Representations
 Multi-agent actor-critic for mixed cooperative-competitive environments,2017, CoRR
 A Poisson process model for Monte Carlo,2016, In Tamir Hazan
 A* Sampling,2014, In Advances in Neural InformationProcessing Systems 27
 The Concrete Distribution: A Continuous Re-laxation of Discrete Random Variables,2017, In International Conference on Learning Representations
 Emergence of grounded compositional language in multi-agentpopulations,2017, CoRR
 Gradient estimationwith stochastic softmax tricks,2020, In H
 Low Bias Low Variance Gradient Estimates forHierarchical Boolean Stochastic Networks,2020, In ICML
 Information and the accuracy attainable in the estimation of statistical parame-ters,1992, In Samuel Kotz and Norman L
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In International Conference on MachineLearning
 On the quantitative analysis of deep belief networks,2008, InProceedings of the 25th international conference on Machine learning
 Gradient estimation usingstochastic computation graphs,2015, In Advances in Neural Information Processing Systems
 Credit assignment techniques instochastic computation graphs,2019, In The 22nd International Conference on Artificial Intelligenceand Statistics
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 Improved variationalautoencoders for text modeling using dilated convolutions,2017, CoRR
