title,year,conference
 A theory of learning from different domains,2010, Machine learning
 Marginalized denoising autoencodersfor domain adaptation,2012, International Conference on Machine Learning
 The smallest upperbound for the pth absolute central moment of a class of random variables,2012, The MathematicalScientist
 A ker-nel method for the two-sample-problem,2006, In Advances in neural information processing systems
 A practical guide to support vector classifi-cation,2003, 2003
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In International Conference on Machine Learning
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in neural information processing systems
 On information and sufficiency,1951, Annals of MathematicalStatistics
 Revisiting batch normaliza-tion for practical domain adaptation,2016, arXiv preprint arXiv:1603
 Unsupervised domain adaptation by domain invari-ant projection,2014, In Neural Information Processing Systems Workshop on Transfer and MultitaskLearning
 Learning transferable features withdeep adaptation networks,2015, In International Conference on Machine Learning
 The variational fairauto encoder,2016, International Conference on Learning Representations
 Domain adaptation via transfercomponent analysis,2011, IEEE Transactions on Neural Networks
 Adapting visual category models to newdomains,2010, In European Conference on Computer Vision
 Very deep convolutional networks for large-scale imagerecognition,2014, International Conference on Learning Representations
 Return of frustratingly easy domain adaptation,2016, InAAAI Conference on Artificial Intelligence
 Generative models and model criticism via optimized maximummean discrepancy,2016, arXiv preprint arXiv:1611
 Deep domain confusion:Maximizing for domain invariance,2014, arXiv preprint arXiv:1412
 Adadelta: an adaptive learning rate method,2012, arXiv preprint arXiv:1212
 Cross validation frame-work to choose amongst models and datasets for transfer learning,2010, In Joint European Conferenceon Machine Learning and Knowledge Discovery in Databases
 Supervised representationlearning: Transfer learning with deep autoencoders,2015, In International Joint Conference on ArtificialIntelligence
