title,year,conference
 DeePMath -deep sequence models for premise selection,2016, In Proocedings of the 29th Conference on Advancesin Neural Information Processing Systems (NIPS)
 AdaPtiveneural comPilation,2016, In Proceedings of the 29th Conference on Advances in Neural InformationProcessing Systems (NIPS)
 On label de-Pendence and loss minimization in multi-label classification,2012, Machine Learning
 Bayes oPtimal multilabel classifi-cation via Probabilistic classifier chains,2010, In Proceedings of the 27th International Conference onMachine Learning (ICML)
 Synthesizing data structure transformations frominPut-outPut examPles,2015, In Proceedings of the 36th ACM SIGPLAN Conference on ProgrammingLanguage Design and Implementation (PLDI)
 Neural Turing machines,2014, CoRR
 Hybrid computing using a neural network with dynamic external memory,2016, Nature
 Learning totransduce with unbounded memory,2015, In Proceedings of the 28th Conference on Advances in NeuralInformation Processing Systems (NIPS)
 Synthesis of loop-freeprograms,2011, In Proceedings of the 32nd ACM SIGPLAN Conference on Programming LanguageDesign and Implementation (PLDI)
 The informed sampler: Adiscriminative approach to Bayesian inference in generative computer vision models,2015, ComputerVision and Image Understanding
 Inferring algorithmic patterns with stack-augmented recurrentnets,2015, In Proceedings of the 28th Conference on Advances in Neural Information ProcessingSystems (NIPS)
 Stochastic gradient VB and the variational auto-encoder,2014, InProceedings of the 2nd International Conference on Learning Representations (ICLR)
 Neural random-access machines,2015, InProceedings of the 4th International Conference on Learning Representations 2016
 Gated graph sequence neuralnetworks,2016, In Proceedings of the 4th International Conference on Learning Representations (ICLR)
 Latent predictor networks for code generation,2016, In Proceedings of the54th Annual Meeting of the Association for Computational Linguistics
 Deep network guidedproof search,2017, CoRR
 Amachine learning framework for programming by example,2013, In Proceedings of the InternationalConference on Machine Learning (ICML)
 Neural programmer: Inducing latent pro-grams with gradient descent,2016, In Proceedings of the 4th International Conference on LearningRepresentations (ICLR)
 Learning program embeddings to propagate feedback on student code,2015, In Proceedings ofthe 32nd International Conference on Machine Learning (ICML)
 Neural programmer-interpreters,2016, In Proceedings of the 4thInternational Conference on Learning Representations (ICLR)
 Stochastic program optimization,2016, CommununicationsOftheACM
 Predicting a correct program in programming by example,2015, InProceedings of the 27th Conference on Computer Aided Verification (CAV)
 Program Synthesis By Sketching,2008, PhD thesis
 Memory networks,2015, In Proceedings of the 3rdInternational Conference on Learning Representations (ICLR)
 Learning simple algorithmsfrom examples,2016, In Proceedings of the 33nd International Conference on Machine Learning(ICML)
