title,year,conference
 Neural Turing Machines,1410, arXiv:1410
 Hybrid computing using a neural network with dynamic external memory,2016, Nature
 Learning toTransduce with Unbounded Memory,2015, arXiv:1506
 Dynamic Neural TuringMachine with Soft and Hard Addressing Schemes,1607, arXiv:1607
 Long Short-Term Memory,0899, Neural Comput
 Inferring Algorithmic Patterns with Stack-Augmented Recur-rent Nets,2015, arXiv:1503
 Neural GPUs Learn Algorithms,1511, arXiv:1511
 Ask Me Anything: Dynamic Memory Networks for Natural Language Process-ing,2015, arXiv:1506
 Key-value memory networks for directly reading documents,2016, CoRR
 End-To-End Memory Net-works,2015, arXiv:1503
 Sequence to Sequence Learning with Neural Net-works,2014, arXiv:1409
 Backpropagation through time: what it does and how to do it,1990, Proceedings of theIEEE
 Memory Networks,1410, arXiv:1410
 Reinforcement Learning Neural Turing Machines - Re-vised,2015, arXiv:1505
