title,year,conference
 Self-adjusting models for semi-supervisedlearning in partially observed settings,2012, In Data Mining (ICDM)
 A survey on metric learning for feature vectorsand structured data,2013, arXiv preprint arXiv:1306
 Towards open world recognition,2015, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition
 Towards open set deep networks,2016, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition
 Emnist: an extension ofmnist to handwritten letters,2017, arXiv preprint arXiv:1702
 Exploratory learning,2013, In Joint EuropeanConference on Machine Learning and Knowledge Discovery in Databases
 Online open world recognition,2016, arXivpreprint arXiv:1604
 Bayesian nonexhaustive learning for onlinediscovery and modeling of emerging classes,2012, arXiv preprint arXiv:1206
 Learning cumulatively to become more knowledgeable,2016, InKDD
 Semi-supervised vocabulary-informed learning,2016, In Proceedings of theIEEE Conference on Computer Vision and Pattern Recognition
 Deep Learning,2016, MIT Press
 A deep relevance matching model forad-hoc retrieval,2016, In Proceedings of the 25th ACM International on Conference on Information andKnowledge Management
 Deep image category discovery using a transferredsimilarity function,2016, arXiv preprint arXiv:1612
 Multi-class open set recognition usingprobability of inclusion,2014, In European Conference on Computer Vision
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Some methods for classification and analysis of multivariate observations,1967, InProceedings of the fifth Berkeley symposium on mathematical statistics and probability
 Speech and language processing,2000, International Edition
 A survey on transfer learning,2010, IEEE Transactions on knowledgeand data engineering
 icarl: Incrementalclassifier and representation learning,2016, arXiv preprint arXiv:1611
 Towardopen set recognition,2013, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Learning to rank short text pairs with convolutional deepneural networks,2015, In Proceedings of the 38th International ACM SIGIR Conference on Researchand Development in Information Retrieval
 Doc: Deep open classification of text documents,2017, In EMNLP
 Distance metric learning withapplication to clustering with side-information,2002, In NIPS
 Distance metric learning: A comprehensive survey,2006, Michigan State Universiy
 Semi-supervised clustering by inputpattern assisted pairwise similarity matrix completion,2013, In International Conference on MachineLearning
 An efficient semi-supervisedclustering algorithm with sequential constraints,2015, In Proceedings of the 21th ACM SIGKDDInternational Conference on Knowledge Discovery and Data Mining
