title,year,conference
 Neural machine translation by jointlylearning to align and translate,2015, In Proceedings of the 3rd International Conference on LearningRepresentations
 Convexneural networks,2005, In Proceedings of the 18th International Conference on Neural InformationProcessing Systems
 Representation learning: A review and newperspectives,2013, IEEE Trans
 Convolutional 2d kno-wledge graph embeddings,2017, CoRR
 Predicting rdf triples in incompleteknowledge bases with tensor factorization,2012, In Proceedings of the 27th Annual ACM Symposiumon Applied Computing
 Node2vec: Scalable feature learning for networks,2016, In Proceedingsof the 22Nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 Deep visual-semantic alignments for generating image descripti-ons,2017, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Learning entity and relationembeddings for knowledge graph completion,2015, In Proceedings of the 29th AAAI Conference onArtificial Intelligence
 of the 34th International Conf,2017, on Machine Learning
 Hierarchical random walk infe-rence in knowledge graphs,2016, In Proceedings of the 39th International ACM SIGIR conference onResearch and Development in Information Retrieval
 Distributed representa-tions of words and phrases and their compositionality,2013, In Proceedings of the 26th InternationalConference on Neural Information Processing Systems
 Wordnet: A lexical database for english,1995, Comm
 A review of relationalmachine learning for knowledge graphs,2016, Proceedings of the IEEE
 Holographic embeddings of knowledgegraphs,2016, In Proceedings of the 30th AAAI Conference on Artificial Intelligence
 Deepwalk: Online learning of social representati-ons,2014, In Proceedings of the 20th ACM SIGKDD International Conference on Knowledge Discoveryand Data Mining
 Proje: Embedding projection for knowledge graph completion,2017, InProceedings of the 31st AAAI Conference on Artificial Intelligence
 Reasoning with neuraltensor networks for knowledge base completion,2013, In Proceedings of the 27th Annual Conferenceon Neural Information Processing Systems
 Observed versus latent features for knowledge base and textinference,2015, In Proceedings of the 3rd Workshop on Continuous Vector Space Models and theirCompositionality
 Com-plex embeddings for simple link prediction,2016, In Proceedings of the 33rd International Conferenceon Machine Learning
 Knowledge graph embedding: A survey ofapproaches and applications,2017, IEEE Trans
