title,year,conference
 Classification and regressiontrees,1984, CRC press
 Auto-encoding variational bayes,2014, In International Conference onLearning Representations (ICLR)
 Adam: A method for stochastic optimization,2014, CoRR
 Deep neuraldecision forests,2015, In 2015 IEEE International Conference on Computer Vision
 Variational inference with normalizing flows,2015, InProceedings of the 32nd International Conference on Machine Learning
 Stochastic back-propagation andvariational inference in deep latent gaussian models,2014, CoRR
 Markov chain monte carlo and variationalinference: Bridging the gap,2015, In Proceedings of the 32nd International Conference on MachineLearning
 Variational gaussian process,2015, arXiv preprintarXiv:1511
