title,year,conference
 Neural machine translation by jointlylearning to align and translate,2014, CoRR
 Enriching word vectorswith subword information,2016, CoRR
 Compositional morphology for word representations and languagemodelling,2014, CoRR
 Joint learning of char-acter and word embeddings,2015, In Proceedings of the 24th International Conference on ArtificialIntelligence
 Long short-term memory-networks for machinereading,2016, CoRR
 Learning phrase representations using RNN encoder-decoder for statistical ma-chine translation,2014, CoRR
 Comparing measures of sparsity,2008, CoRR
 The Wheel of Time,1990, Tor Books
 Exploring thelimits of language modeling,2016, CoRR
 Character-aware neural languagemodels,2015, CoRR
 Finding function in form: Compositional character models for openvocabulary word representation,2015, CoRR
 Achieving open vocabulary neural machinetranslation with hybrid word-character models,2016, CoRR
 Efficient estimation of word repre-sentations in vector space,2013, CoRR
 Understanding the exploding gradient prob-lem,2012, CoRR
 Learning character-level representations for part-of-speechtagging,2014, In Eric P
 Highway networks,2015, CoRR
 Attention is all you need,2017, CoRR
