title,year,conference
 Diffusion-convolutional neural networks,2016, In Advances in NeuralInformation Processing Systems (NIPS)
 Discriminative embeddings of latent variable models for struc-tured data,2016, In International Conference on Machine Learning (ICML)
 Convolutional neural networkson graphs with fast localized spectral filtering,2016, In Advances in Neural Information ProcessingSystems
 Convergence analysisof distributed inference with vector-valued Gaussian belief propagation,2016, arXiv:1611
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In Proceedings of the Thirteenth International Conference on Artificial Intelligenceand Statistics
 Handbook of product graphs,2011, CRC press
 A method for stochastic optimization,2015, In International Conferenceon Learning Representations (ICLR)
 Semi-supervised classification with graph convolutional net-works,2017, In Internatonal Conference on Learning Representations (ICLR)
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in Neural Information Processing Systems (NIPS)
 Deep learning,2015, Nature
 Cayleynets: Graph convo-lutional neural networks with complex rational spectral filters,2017, arXiv preprint arXiv:1705
 Geometric deep learning on graphs and manifolds using mixture model CNNs,2017, InConference on Computer Vision and Pattern Recognition (CVPR)
 Theemerging field of signal processing on graphs: Extending high-dimensional data analysis to net-works and other irregular domains,2013, IEEE Signal Processing Magazine
 Very deep convolutional networks for large-scale imagerecognition,2015, In Internatonal Conference on Learning Representations (ICLR)
 Going deeper with convolutions,2015, InConference on Computer Vision and Pattern Recognition (CVPR)
 Revisiting semi-supervised learning withgraph embeddings,2016, In Internatonal Conference on Learning Representations (ICLR)
