title,year,conference
 How to do things with words,1962, Oxford University Press
 Meteor: An automatic metric for mt evaluation with improvedcorrelation with human judgments,2005, In Proc
 Frames: A corpus for adding memory to goal-oriented dialoguesystems,2017, arXiv preprint arXiv:1704
 Generating coherent argumentative paragraphs,1992, In In Proceedings of COLING’92
 Bootstrapping dialogsystems with word embeddings,2014, 2014
 Long short-term memory,1997, Neural computation
 Skip-thought vectors,2015, In C
 Deep rein-forcement learning for dialogue generation,2016, In Proceedings of the 2016 Conference on EmpiricalMethods in Natural Language Processing
 Adversarial learning for neuraldialogue generation,2017, CoRR
 Rouge: A package for automatic evaluation of summaries,2004, In Proc
 Towards an automatic turing test: Learning to evaluate dialogue responses,2017, InProceedings of the 5th International Conference on Learning Representations (ICLR) Workshop
 Bleu: a method for automaticevaluation of machine translation,2002, In Proc
 Natural language generation as planning under uncertainty forspoken dialogue systems,2009, In Proceedings of the 12th Conference of the European Chapter of theACL (EACL 2009)
 A hierarchical latent variable encoder-decoder model for generat-ing dialogues,2016, CoRR
 Understanding interobserver agreement: the kappa statis-tic,2005, Family Medicine
 Individual and domainadaptation in sentence planning for dialogue,2007, J
 Aligning books and movies: Towards story-like visual explanations by watchingmovies and reading books,2015, In The IEEE International Conference on Computer Vision (ICCV)
