title,year,conference
 Long short-term memory,1997, Neural computation
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Applying conditional random fields to japanesemorphological analysis,2004, In EMNLP
 Xmeant: Better semantic mt evaluationwithout reference translations,2014, In Proceedings of the 52nd Annual Meeting of the Association forComputational Linguistics (Volume 2: Short Papers)
 Siamese recurrent architectures for learning sentence simi-larity,2016, In AAAI
 Learning sentiment-specificword embedding for twitter sentiment classification,2014, In ACL (1)
