title,year,conference
 Adaptive neural networksfor efficient inference,2017, arXiv:1702
 Robust object detection via soft cascade,2005, In Conference onComputer Vision and Pattern Recognition (CVPR)
 Bagging predictors,1996, In Machine Learning
 NeUral network ensembles,1990, IEEE Transactions on PatternAnalysis and Machine Intelligence
 Statistical instance-basedprUning in ensembles of independent classifiers,2009, IEEE Transactions on Pattern Analysis andMachine Intelligence
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, arXiv:1502
 Adam: A method for stochastic optimization,2014, arXiv:1412
 Imagenet classification with deep convolu-tional neural networks,2012, In Annual Conference on Neural Information Processing Systems (NIPS)
 An urn model for majority votingin classification ensembles,2016, In Annual Conference on Neural Information Processing Systems(NIPS)
 Going deeper with convolutions,2015, InConference on Computer Vision and Pattern Recognition (CVPR)
 Adaptive ensemble learning with confidencebounds,2015, arXiv:1512
 Multiple-instance pruning for learning efficient cascade detectors,2008, InAnnual Conference on Neural Information Processing Systems (NIPS)
 Ensembling neural networks: Many could be better thanall,2002, Artificial Intelligence
