title,year,conference
 A downsampled variant of imagenet as an alternative tothe cifar datasets,2017, 2017
 Digital selection and analogue amplification coexist in a cortex-inspired siliconcircuit,2000, Nature
 Deep pyramidal residual networks,2016, 2016
 Deep residual learning for image recognition,2015, CoRR
 Deep networks with stochastic depth,2016, CoRR
 Imagenet classification with deep convolutional neuralnetworks,2012, NIPS
 Very deep convolutional networks for large-scale image recogni-tion,2015, ICLR
 Highway networks,2015, 2015
 Going deeper with convolutions,2015, CVPR
 Residual networks behave like ensembles of relatively shallownetworks,2016, 2016
 Wide residual networks,2016, 2016
