title,year,conference
 Neural maChine translation by jointly learning toalign and translate,2014, arXiv preprint arXiv:1409
 Look and think twiCe: Capturing top-downvisual attention with feedbaCk Convolutional neural networks,2015, In ICCV
 ACtive image segmentation propagation,2016, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition
 One-shot learning of objeCt Categories,2006, IEEE transactions on patternanalysis and machine intelligence
 Deepmask: Masking DNN models for robustness against adversarialsamples,2017, CoRR
 CalteCh-256 objeCt Category dataset,2007, 2007
 Deep residual learning for image reCognition,2015, arXivpreprint arXiv:1512
 Learning transferrable knowledge for se-mantiC segmentation with deep Convolutional neural network,2016, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Spatial transformer networks,2015, In Advances inNeural Information Processing Systems
 SalienCy deteCtion via absorbingmarkov Chain,2013, In Proceedings of the IEEE International Conference on Computer Vision
 Multi-Class Cosegmentation,2012, In Computer Vision and PatternRecognition (CVPR)
 Learning multiple layers of features from tiny images,2009, 2009
 ReCurrent models of visual attention,2014, In Advances inNeural Information Processing Systems
 Text-guided attention model for image Captioning,2016, CoRR
 Reading digits innatural images with unsupervised feature learning,2011, In NIPS Workshop on Deep Learning and UnsupervisedFeature Learning 2011
 Unsupervised joint object discovery andsegmentation in internet images,2013, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Deep inside convolutional networks: Visualisingimage classification models and saliency maps,2013, arXiv preprint arXiv:1312
 Human ac-tion recognition by learning bases of action attributes and parts,2011, In Computer Vision (ICCV)
 Image captioning with semantic atten-tion,2016, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Paying more attention to attention: Improving the performance ofconvolutional neural networks via attention transfer,2016, CoRR
 Saliency detection: A boolean map approach,2013, In Proceedings of the IEEEinternational conference on computer vision
 Learning deep featuresfor discriminative localization,2016, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 For the progressive attention mechanism of Seo et al,2016, (2016)
