title,year,conference
 Began: Boundary equilibrium generative adversar-ial networks,2017, arXiv preprint arXiv:1703
 Estimation of the information by an adaptive partitioning ofthe observation space,1999, IEEE Transactions on Information Theory
 Adversarial feature learning,2016, arXiv preprintarXiv:1605
 Adversarially learned inference,2016, arXiv preprint arXiv:1606
 On the joint entropy of d-wise-independent variables,2015, arXivpreprint arXiv:1503
 Im-proved training of wasserstein gans,2017, arXiv preprint arXiv:1704
 Probabilistic backpropagation for scalable learn-ing of bayesian neural networks,2015, In International Conference on Machine Learning
 Densely connectedconvolutional networks,2016, arXiv preprint arXiv:1608
 Image-to-image translation withconditional adversarial networks,2016, arXiv preprint arXiv:1611
 Learning multiple layers of features from tiny images,2009, 2009
 Approximate all nearest neighbor search for high dimensional entropyestimation for image registration,2012, Signal Processing
 Deep multi-scale video prediction beyondmean square error,2015, arXiv preprint arXiv:1511
 A new class of entropy estimators for multi-dimensional densities,2003, In Acoustics
 Gradient descent gan optimization is locally stable,2017, arXivpreprint arXiv:1706
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS workshop on deep learningand unsupervised feature learning
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 9 images are arranged based on L2 distances in the original pixel value space,2008, Images thatare similar in pixel values are roughly grouped together
