title,year,conference
 Ask the right questions: Active question reformulation withreinforcement learning,2017, arXiv preprint arXiv:1705
 Recurrent neural networkgrammars,2016, In Proceedings of the Conference on the North American Chapter of the Associationfor Computational Linguistics
 Building watson: An overviewof the deepqa project,2010, AI magazine
 Teaching machines to read and comprehend,2015, In Advances inNeural Information Processing Systems
 Long short-term memory,1997, Neural computation
 Forest reranking: Discriminative Parsing with non-local features,2008, In Proceedings ofthe Conference on Association for Computational Linguistics
 Triviaqa: A large scale distantlysuPervised challenge dataset for reading comPrehension,2017, In Proceedings of the Annual Meetingof the Association for Computational Linguistics
 Adam: A method for stochastic oPtimization,2015, In Proceedings ofthe International Conference on Learning Representations
 Deriving neural architectures fromsequence and graPh kernels,2017, International Conference on Machine Learning
 A decomposable attentionmodel for natural language inference,2016, In Proceedings of the Conference on Empirical Methods inNatural Language Processing
 GloVe: Global vectors for wordrepresentation,2014, In Proceedings of the Conference on Empirical Methods in Natural LanguageProcessing
 The probabilistic relevance framework: Bm25 and be-yond,2009, Foundations and Trends® in Information Retrieval
 Bidirectional attentionflow for machine comprehension,2017, In Proceedings of the International Conference on LearningRepresentations
 Discriminative reranking for machine transla-tion,2004, In Proceedings of the Conference on the North American Chapter of the Association forComputational Linguistics
 Natural language comprehensionwith the epireader,2016, Proceedings of the Conference on Empirical Methods in Natural LanguageProcessing
 Learning natural language inference with LSTM,2016, In Proceedings ofthe Conference on the North American Chapter of the Association for Computational Linguistics
