title,year,conference
 Memory retention-the synaptic stability versus plastic-ity dilemma,2005, Trends in Neurosciences
 Youtube-8m: A large-scale video classifi-cation benchmark,2016, arXiv:1609
 Time-dependentreorganization of brain circuitry underlying long-term memory storage,1999, Nature
 Ensemble learning in fixed expansion layer networksfor mitigating catastrophic forgetting,2013, IEEE Trans
 Neurogenesisdeep learning: Extending deep networks to accommodate new classes,2017, In International JointConference on Neural Networks
 Neurogenesis in the adult human hippocampus,1998, Naturemedicine
 The role of medial prefrontal cortex inmemory and decision making,2012, Neuron
 Pathnet: Evolution channels gradient descent in superneural networks,2017, arXiv:1701
 Theinvolvement of the anterior cingulate cortex in remote contextual fear memory,2004, Science
 Catastrophic forgetting in connectionist networks,1999, Trends in Cognitive Sciences
 Audio set: An ontology and human-labeled dataset foraudio events,2017, In ICASSP
 A bio-inspired incremental learning architecture for ap-plied perceptual problems,2016, Cognitive Computation
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In Proceedings of the Thirteenth International Conference on Artificial Intelligenceand Statistics
 An empirical in-vestigation of catastrophic forgetting in gradient-based neural networks,2013, arXiv:1312
 Deep residual learning for image recog-nition,2016, In CPVR
 Measuringcatastrophic forgetting in neural networks,2018, In AAAI
 Overcoming catastrophicforgetting in neural networks,2017, Proc
 Engrams and circuits crucial for systemsconsolidation of a memory,2017, Science
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in Neural Information Processing Systems 25
 Isolation forest,2008, In Data Mining
 Why there are complementarylearning systems in the hippocampus and neocortex: insights from the successes and failures ofconnectionist models of learning and memory,1995, Psychological review
 Catastrophic interference in connectionist networks: Thesequential learning problem,1989, Psychology of learning and motivation
 About sleeps role in memory,2013, Physiological reviews
 Semi-supervised learning with ladder networks,2015, In NIPS
 iCaRL: Incrementalclassifier and representation learning,2017, In CVPR
 A fast algorithm for the minimum covariance deter-minant estimator,1999, Technometrics
 Neural Comput,2001,
 Probabilistic neural networks,1990, Neural networks
 Declarative memory consolidation in humans: a prospective func-tional magnetic resonance imaging study,2006, Proceedings of the National Academy of Sciences ofthe United States of America
 A deficit in theability to form new human memories without sleep,2007, Nature Neuroscience
