title,year,conference
 A survey of machinelearning for big code and naturalness,2018, ACM Computing Surveys (CSUR)
 Leveraginggrammar and reinforcement learning for neural program synthesis,2018, In International Conference onLearning Representations
 The three pillars ofmachine programming,2018, In ACM SIGPLAN International Workshop on Machine Learning andProgramming Languages
 Program synthesis,2017, Foundations andTrendsR in Programming Languages
 Accelerating search-based programsynthesis using learned probabilistic models,2018, In Conference on Programming Language Designand Implementation (PLDI)
 Toward automatic program synthesis,1971, Commun
 A machine learningframework for programming by example,2013, In International Conference on Machine Learning(ICML)
 Learning toinfer program sketches,2019, In International Conference on Machine Learning (ICML)
 Learning to represent programs with property signatures,2020, InInternational Conference on Learning Representations (ICLR)
 A reduction of imitation learning and structuredprediction to No-Regret online learning,2011, In Conference on Artificial Intelligence and Statistics(AISTATS)
 Stochastic superoptimization,2013, In Conference onArchitectural Supportfor Programming Languages and Operating Systems (ASPLOS)
 Synthetic datasets for neural program synthesis,2019, In International Conferenceon Learning Representations (ICLR)
 TRANSIT: Specifying protocols with concolic snippets,2013, In Conference onProgramming Language Design and Implementation (PLDI)
 Learning structural descriptions from examples,1970, Technical report
 Automatic program synthesis of long programs with a learned garbagecollector,2018, In Advances in Neural Information Processing Systems (NeurIPS)
