title,year,conference
 Mixed membershipstochastic blockmodels,1532, J
 Improved spectral-norm bounds for clustering,2012, CoRR
 Probabilistic topic models,2012, Commun
 Dynamic topic models,2006, In Proceedings of the 23rd internationalconference on Machine learning
 Learning from untrusted data,2017, In Proceedingsof the 49th Annual ACM SIGACT Symposium on Theory of Computing
 List-decodable robust mean estimationand learning mixtures of spherical gaussians,2018, In Proceedings of the 50th Annual ACM SIGACTSymposium on Theory of Computing
 Copula mixed-membership stochastic blockmodel,2016, In IJCAI International Joint Conference on Artificial Intelligence
 Efficient bayesian estimation from few samples: Communitydetection and related problems,2017, In 58th IEEE Annual Symposium on Foundations of ComputerScience
 Graph evolution: Densification andshrinking diameters,2007, ACM Trans
 Scalable mcmc for mixed membership stochasticblockmodels,2016, In Artificial Intelligence and Statistics
 Efficiently learning mixtures of mallows models,2018, In 2018 IEEE 59thAnnual Symposium on Foundations of Computer Science (FOCS)
 Nonparametric latent feature models for linkprediction,2009, In Advances in neural information processing systems
 Randomized block krylov methods for stronger and fasterapproximate singular value decomposition,2015, In Advances in Neural Information Processing Systems
 OSNAP: faster numerical linear algebra algorithms via sparsersubspace embeddings,2013, In 54th Annual IEEE Symposium on Foundations of Computer Science
 Introduction to the non-asymptotic analysis of random matrices,2010, arXiv preprintarXiv:1011
 Perturbation bounds in connection with singular value decomposition,1972, BIT NumericalMathematics
 Sketching as a tool for numerical linear algebra,2014, Foundations and TrendsR inTheoretical Computer Science
 A state-space mixed membership blockmodel for dynamicnetwork tomography,2010, The Annals of Applied Statistics
