title,year,conference
 Perceptual classification images from vernier acuity masked by noise,1996, Perception
 Handbook of Categorization in Cognitive Science,2005, Elsevier
 Adversarial feature learning,2016, arXiv preprintarXiv:1605
 Generative adverserial networks,2014, In Advances in NeuralInformation Processing systems
 Visual noise from naturalscene statistics reveals human scene category rePresentations,2014, arXiv preprint arXiv:1411
 Auto-encoding variational Bayes,2014, In Proceedings of the 2ndInternational Conference on Learning Representation
 Imagenet classification with deeP convo-lutional neural networks,2012, In Advances in Neural Information Processing Systems
 DeeP neural networksPredict category tyPicality ratings for images,2015, In CogSci
 DeeP learning,2015, Nature
 Testing the efficiency of Markov ChainMonte Carlo with PeoPle using facial affect categories,2012, Cognitive Science
 AdaPting deeP network features to caPturePsychological rePresentations,2016, In Proceedings of the 38th Annual Conference of the CognitiveScience Society
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 Markov Chain Monte Carlo with people,2007, In Advances inNeural Information Processing Systems
 Learning visual biases fromhuman imagination,2015, In Advances in Neural Information Processing Systems
