title,year,conference
 TensorFlow: Large-scalemachine learning on heterogeneous distributed systems,2016, CoRR
 Mxnet: A flexible and efficient machine learning library forheterogeneous distributed systems,2015, CoRR
 Torch7: A Matlab-like environment formachine learning,2011, In NIPS Big Learning Workshop: Algorithms
 Systemml: Declarative machinelearning on MapReduce,2011, In Proceedings of the 2011 IEEE 27th International Conference onData Engineering
 Deep Learning,2016, MIT Press
 Swift’s High-Level IR: A Case Study of Complementing LLVM IRwith Language-Specific Optimization,2015, 2015 LLVM Developers’ Meeting
 In-datacenterperformance analysis of a tensor processing unit,2017, CoRR
 The tensoralgebra compiler,2017, Proc
 The Art of Differentiating Computer Programs,2011, Society for Industrial and AppliedMathematics
 Tensors and Dynamic neural networks in Python with strong GPUacceleration,2016, 2016
 HPVM: A portable virtual instruction setfor heterogeneous parallel systems,2016, CoRR
