title,year,conference
 On the performance of GoogLeNet and AlexNetapplied to sketches,2016, In AAAI
 Deep neUral networks rival the representation of primate IT cortex for core visUal objectrecognition,2014, PLoS Computational Biology
 A stUdy and comparison of hUman and deep learning recognitionperformance Under visUal distortions,2017, arXiv preprint arXiv:1705
 Synthesising dynamictextUres Using convolUtional neUral networks,2017, arXiv preprint arXiv:1702
 TextUre synthesis Using convolUtionalneUral networks,2015, In Advances in Neural Information Processing Systems
 Generalisation in hUmans and deep neUral networks,2018, arXiv preprintarXiv:1808
 Improvingshape deformation in unsupervised image-to-image translation,2018, arXiv preprint arXiv:1808
 The unreasonable effectivenessof texture transfer for single image super-resolution,2018, arXiv preprint arXiv:1808
 Deep residual learning for image recog-nition,2015, arXiv preprint arXiv:1512
 Benchmarking neural network robustness to common cor-ruptions and perturbations,2019, In International Conference on Learning Representations
 Assessing shape biasproperty of Convolutional Neural Networks,2018, arXiv preprint arXiv:1803
 Arbitrary style transfer in real-time with adaptive instance nor-malization,2017, In ICCV
 Deep neural networks: A new framework for modeling biological vision and braininformation processing,2015, Annual Review of Vision Science
 ImageNet classification with deep convolutionalneural networks,2012, In Advances in Neural Information Processing Systems
 Deep neural networks as a computationalmodel for human shape sensitivity,2016, PLoS Computational Biology
 The importance of shape in early lexicallearning,1988, Cognitive Development
 Correspondence of deepneural networks and the brain for visual textures,2018, arXiv preprint arXiv:1806
 Deep learning,2015, Nature
 Fully convolutional networks for semantic seg-mentation,2015, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 WordNet: a lexical database for English,1995, Communications of the ACM
 Cognitive psychology fordeep neural networks: A shape bias case study,2017, arXiv preprint arXiv:1706
 Very deep convolutional networks for large-scale imagerecognition,2015, arXiv preprint arXiv:1409
 Going deeper with convolutions,2015, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 One-shot texturesegmentation,2018, arXiv preprint arXiv:1807
 Performance-optimized hierarchical models predict neural responses in higher visualcortex,2014, Proceedings of the National Academy of Sciences
 Visualizing and understanding convolutional networks,2014, InEuropean Conference on Computer Vision
