title,year,conference
 A theory of learning from different domains,2010, Machine Learning
 Representation learning: A review and newperspectives,2013, IEEE Transactions on Pattern Analysis and Machine Intelligence (TPAMI)
 Neural networks for pattern recognition,1995, Oxford University Press
 Adam: A method for stochastic oPtimization,2015, In in Proceedings ofICLR
 Predicting time series with suPPort vector machines,1997, In Artificial Neural Networks(ICANN)
 Datasetshift in machine learning,2009, The MIT Press
 Distilling free-form natural laws from exPerimental data,0036, Science
 The Pi-sigma network : An efficient higher-order neural networkfor Pattern classification and function aPProximation,1991, In in Proceedings of the International JointConference on Neural Networks
 A tutorial on suPPort vector regression,2004, Statistics andcomputing
 A general regression neural network,1991, IEEE Transactions on Neural Networks(TNN)
 Learning to discover efficient mathematicalidentities,2014, In Z
