title,year,conference
 Symmetry-adaptedrepresentation learning,0031, Pattern Recognition
 On Pearl’s hierarchy and thefoUndations of caUsal inference,2020, ACM special volume in honor of Judea Pearl
 A meta-transfer objective for learning to disentanglecaUsal mechanisms,2020, In International Conference on Learning Representations
 Learning invariances inneUral networks from data,2020, NeurIPS
 Group invarianceprinciples for caUsal generative models,2018, In International Conference on Artificial Intelligence andStatistics
 On the propertiesof neural machine translation: Encoder-decoder approaches,2014, Syntax
 Group equivariant convolutional networks,2016, In International conferenceon machine learning
 A general theory of equivariant cnns on ho-mogeneous spaces,2019, In Advances in Neural Information Processing Systems
 Underspecificationpresents challenges for credibility in modern machine learning,2020, arXiv preprint arXiv:2011
 Causal confusion in imitation learning,2019, InAdvances in Neural Information Processing Systems
 Shortcut learning in deep neural networks,2020, Nature MachineIntelligence
 Causal generative neural networks,2017, arXivpreprint arXiv:171L08936
 Escaping the convex hull with extrapolated vector machines,2002, In Advances in NeuralInformation Processing Systems
 Learning representations for counterfactualinference,2016, In International conference on machine learning
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Deep transfer learning with jointadaptation networks,2017, In International conference on machine learning
 Causaleffect inference with deep latent-variable models,2017, In Advances in Neural Information ProcessingSystems
 On thebenefits of invariance in neural networks,2020, arXiv preprint arXiv:2005
 Berts of a feather do not generalize together:Large variability in generalization across models with similar test set performance,2019, arXiv preprintarXiv:1911
 Domain generalization via invariantfeature representation,2013, In International Conference on Machine Learning
 Relational pooling forgraph representations,2019, In Proceedings of the 36th International Conference on Machine Learning
 Janossy Pool-ing: Learning Deep Permutation-Invariant Functions for Variable-Size Inputs,2018, In InternationalConference on Learning Representations
 Learningindependent causal mechanisms,2018, In International Conference on Machine Learning
 The ladder of causation,2018, The book of why: the new science of cause andeffect
 Elements of causal inference,2017, The MITPress
 On coupling of markov chains,1976, Zeitschriftfur Wahrscheinlichkeitstheorie Und VerwandteGebiete
 Datasetshift in machine learning,2009, The MIT Press
 Causality for machine learning,2019, arXiv preprint arXiv:1911
 Conditional discrimination vs,1982, matching to sample: An expansionof the testing paradigm
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Causal discovery from changes,2001, UAI
 Mdphomomorphic networks: Group symmetries in reinforcement learning,2020, Advances in NeuralInformation Processing Systems
 Learning invariances using themarginal likelihood,2018, In Advances in Neural Information Processing Systems
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Productionand perception rules underlying visual patterns: effects of symmetry and hierarchy,2012, PhilosophicalTransactions of the Royal Society B: Biological Sciences
 How neural networks extrapolate: From feedforward to graph neural networks,2021, InInternational Conference on Learning Representations
 Universal approximations of invariant maps by neural networks,2018, arXiv:1804
 Deep Sets,2017, In I
 Meta-learning symmetries by reparameterization,2021, InInternational Conference on Learning Representations
