title,year,conference
 Critical Learning Periods in Deep NeuralNetworks,2019, In ICLR
 A Closer Look at Memorization in Deep Networks,2017, In ICML
 Network Dissection:Quantifying Interpretability of Deep Visual Representations,2017, In CVPR
 Stiffness: ANew Perspective on Generalization in Neural Networks,2019, arXiv 1901
 Deep learning versus kernel learning : an empirical study of loss landscapegeometry and the time evolution of the Neural Tangent Kernel,2020, In NeurIPS
 Linear ModeConnectivity and the Lottery Ticket Hypothesis,2020, In ICML
 Time Matters in Regularizing Deep Net-works : Weight Decay and Data Augmentation Affect Early Learning,2019, In NeurIPS
 Deep Residual Learning for ImageRecognition,2016, In CVPR
 Batch Normalization: Accelerating Deep Network Trainingby Reducing Internal Covariate Shift,0717, ICML
 The Break-Even Point on Optimization Trajectories of Deep NeuralNetworks,2020, In ICLR
 FantasticGeneralization Measures and Where to Find Them,2020, In ICLR
 Semi-Supervised Learning via Com-pact Latent Space Clustering,2018, In ICML
 Adam: A method for stochastic optimization,2015, In ICLR
 Selectivity considered harmful: evaluating the causal impact ofclass selectivity in DNNs,2020, arXiv:2003
 On the importanceof single directions for generalization,2018, In ICLR
 In search of the real inductive bias: On therole of implicit regularization in deep learning,2015, In ICLR
 Deep Inside Convolutional Networks : VisualisingImage Classification Models and Saliency Maps,2014, ICLR
 Very Deep Convolutional Networks for Large-Scale ImageRecognition,2014, arXiv:1409
 TheMarginal Value of Adaptive Gradient Methods in Machine Learning,2017, In NIPS
 Understanding NeuralNetworks Through Deep Visualization,2015, In Deep Learning Workshop at ICML
 Wide Residual Networks,2016, In BMVC
 Visualizing and Understanding Convolutional Networks,2014, ECCV
 Understandingdeep learning requires re-thinking generalization,2017, In ICLR
 Object detectorsemerge in Deep Scene CNNs,2015, In ICLR
	dropout rate	data augm,2021,	width	depth	total scoreIntraclass	C3	0
