title,year,conference
 Shape matching and object recognition usingshape contexts,2002, TPAMI
 Se-mantic image segmentation with deep convolutional nets and fully connected CRFs,2015, In ICLR
 Rethinking atrousconvolution for semantic image segmentation,2017, arXiv preprint arXiv:1706
 Robustand accurate object detection via adversarial learning,2021, In CVPR
 Autoaugment:Learning augmentation strategies from data,2019, In CVPR
 Randaugment: Practical automateddata augmentation with a reduced search space,2020, In CVPR Workshops
 Image quilting for texture synthesis and transfer,2001, InProceedings of the 28th annual conference on Computer graphics and interactive techniques
 Texture synthesis by non-parametric sampling,1999, In ICCV
 Style transfer via texture synthesis,2017, TIP
 Image style transfer using convolutionalneural networks,2016, In CVPR
 Shortcut learning in deep neural networks,2020, arXivpreprint arXiv:2004
 Fast R-CNN,2015, In ICCV
 Rich featUre hierarchies for accU-rate object detection and semantic segmentation,2014, In CVPR
 Explaining and harnessing adversarialexamples,2015, In ICLR
 Seman-tic contoUrs from inverse detectors,2011, In ICCV
 Deep residUal learning for image recog-nition,2016, In CVPR
 Benchmarking neural network robustness to common cor-ruptions and perturbations,2019, In ICLR
 Natural adversarialexamples,2019, arXiv preprint arXiv:1907
 The many faces of robustness: A criticalanalysis of out-of-distribution generalization,2020, arXiv preprint arXiv:2006
 Arbitrary style transfer in real-time with adaptive instance normal-ization,2017, In ICCV
 Imagenet classification with deep convolutionalneural networks,2012, In NeurIPS
 Kylberg Texture Dataset v,2011, 1
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 On feature normaliza-tion and data augmentation,2021, In CVPR
 Universal styletransfer via feature transforms,2017, In NeurIPS
 Fast autoaugment,2019, InNeurIPS
 Shape classification using the inner-distance,2007, TPAMI
 Fully convolutional networks for semanticsegmentation,2015, In CVPR
 Faster R-CNN: Towards real-time objectdetection with region proposal networks,2015, In NeurIPS
 Informativedropout for robust representation learning: A shape-bias perspective,2020, In ICML
 Very deep convolutional networks for large-scale imagerecognition,2015, In ICLR
 Intriguing properties of adversarial training at scale,2020, In ICLR
 Adversarialexamples improve image recognition,2020, In CVPR
 Aggregated residual trans-formations for deep neural networks,2017, In CVPR
 mixup: Beyond empiri-cal risk minimization,2018, In ICLR
 Random erasing data augmen-tation,2020, In AAAI
 Learning deepfeatures for discriminative localization,2016, In CVPR
