title,year,conference
 Large-scale evolution of image classifiers,2017, In International Conferenceon Machine Learning (ICML)
 Neural architecture search with reinforcement learning,2017, In InternationalConference on Learning Representations (ICLR)
 Efficient architecture search bynetwork transformation,2018, In AAAI Conference on Artificial Intelligence
 Darts: Differentiable architecture search,2018, arXivpreprint arXiv:1806
 Progressive neural architecture search,2018, In EuropeanConference on Computer Vision (ECCV)
 Efficient neural architecturesearch via parameter sharing,2018, In International Conference on Machine Learning (ICML)
 Regularized evolution for imageclassifier architecture search,2018, arXiv:1802
 Learning transferable architecturesfor scalable image recognition,2018, In Computer Vision and Pattern Recognition (CVPR)
 NAS-Bench-101: Towards reproducible neural architecture search,2019, In International Conference onMachine Learning (ICML)
 Nas-bench-201: Extending the scope of reproducible neural architecturesearch,2020, arXiv preprint arXiv:2001
 Bananas: Bayesian optimization with neuralarchitectures for neural architecture search,2019, arXiv preprint arXiv:1910
 Deep neural architecture search with deep graph Bayesianoptimization,2019, In Web Intelligence (WI)
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
 Exploring randomly wired neuralnetworks for image recognition,2019, In Proceedings of the IEEE International Conference on ComputerVision
 The application of bayesian methods forseeking the extremum,1978, Towards global optimization
 A survey on graph kernels,2020, AppliedNetwork Science
 Graph kernels: A survey,2019, arXivpreprint arXiv:1904
 Enriched WeiSfeiler-lehman kernel for improved graphclUstering of soUrce code,2020, In International Symposium on Intelligent Data Analysis
 Determining the significance of inpUtparameters Using sensitivity analysis,1995, In International Workshop on Artificial Neural Networks
" "" Why shoUld i trUst yoU?"" explaining thepredictions of any classifier",2016, In Proceedings of the 22nd ACM SIGKDD international conferenceon knowledge discovery and data mining
 Axiomatic attribUtion for deep netWorks,2017, arXivpreprint arXiv:1703
 Towards better understanding ofgradient-based attribUtion methods for deep neUral netWorks,2017, arXiv preprint arXiv:1711
 Sample-efficient neuralarchitecture search by learning action space,2019, arXiv preprint arXiv:1906
 Aggregated residualtransformations for deep neural networks,2017, In Proceedings of the IEEE conference on computervision and pattern recognition
 Understanding architectures learnt by cell-based neuralarchitecture search,2019, In International Conference on Learning Representations
 Bayesian optimization on graph-structured search spaces: Optimizing deep multimodalfusion architectures,2018, Neurocomputing
 Automated floWer classification over a large numberof classes,2008, In 2008 Sixth Indian Conference on Computer Vision
 Combinatorial bayesianoptimization using the graph cartesian product,2019, In Advances in Neural Information ProcessingSystems
 Algorithms for hyper-parameteroptimization,2011, In Advances in Neural Information Processing Systems (NIPS)
 Neural architecture search With reinforcement learning,2016, arXiv preprintarXiv:1611
 Sequential model-based optimizationfor general algorithm configuration,2011, In International conference on learning and intelligentoptimization
 Regularized evolution for imageclassifier architecture search,2019, In Proceedings of the aaai conference on artificial intelligence
 Darts+: Improved differentiable architecture search With early stopping,2019, arXivpreprint arXiv:1909
 ProxylessNAS: Direct neural architecture search on target taskand hardWare,2019, In International Conference on Learning Representations (ICLR)
 The multiscale laplacian graph kernel,2016, In Advances in NeuralInformation Processing Systems
 A simple baseline algorithm for graph classification,2018, arXivpreprint arXiv:1810
 On graph kernels: Hardness results and efficientalternatives,2003, In Learning theory and kernel machines
 Shortest-path kernels on graphs,2005, In Fifth IEEEInternational Conference on Data Mining (ICDM’05)
 Gaussian processes in machine learning,2003, In Summer School on MachineLearning
 DARTS: Differentiable architecture search,2019, InInternational Conference on Learning Representations (ICLR)
 On valid optimal assignment kernels andapplications to graph classification,2016, In Advances in Neural Information Processing Systems
 Asynchronousbatch bayesian optimisation with improved local penalisation,2019, In International Conference onMachine Learning
 Gaussian process opti-mization in the bandit setting: No regret and experimental design,2009, arXiv preprint arXiv:0912
	WL kernel is able to compare labeled and directed graphs of different sizes,2018, As discussedin Section 2
	WL kernel is expressive yet highly interpretable,2016, WL kernel is able to capture substructuresthat go from local to global scale with increasing h values
 In both search sPaces the additive kernel outPerforms the constituent kernels but the gain overthe WL kernel is marginal,2012, Interestingly
