title,year,conference
 An environment model for nonstation-ary reinforcement learning,2000, In Advances in neural information processing systems
 Leveraging procedural generationto benchmark reinforcement learning,2019, arXiv preprint arXiv:1912
 Quantifying generalizationin reinforcement learning,2019, In Proceedings of the 36th International Conference on MachineLearning
 Distilling policy distillation,2019, arXiv preprint arXiv:1902
 Multiple model-basedreinforcement learning,2002, Neural computation
 Revisiting fundamentals of experience replay,2020, arXiv preprintarXiv:2007
 Divide-and-conquer reinforcement learning,2018, In International Conference on Learning Representations
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Generalization in reinforcement learning with selective noise injection andinformation bottleneck,2019, In Advances in Neural Information Processing Systems
 Network randomization: A simple techniquefor generalization in deep reinforcement learning,2020, In International Conference on LearningRepresentations
 Learning without forgetting,2017, IEEE transactions on pattern analysisand machine intelligence
 Regularization matters in policy optimiza-tion,2019, arXiv preprint arXiv:1910
 Self-distillation amplifies regularizationin hilbert space,2020, arXiv preprint arXiv:2002
 Continuallifelong learning with neural networks: A review,2019, Neural Networks
 Actor-mimic: Deep multitask and transferreinforcement learning,2016, In 5th International Conference on Learning Representations
 Kickstartingdeep reinforcement learning,2018, arXiv preprint arXiv:1803
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Reinforcement learning: An introduction,2018, MIT Press
 Distral: Robust multitask reinforcement learning,2017, In Advances inNeural Information Processing Systems
 A dissection of overfitting and generalization incontinuous reinforcement learning,2018, arXiv preprint arXiv:1806
 A study on overfitting in deepreinforcement learning,2018, arXiv preprint arXiv:1804
 Investigating generalisationin continuous deep reinforcement learning,2019, arXiv preprint arXiv:1902
