title,year,conference
 Spherical convolutions and their application in molecular mod-elling,2017, In I
 Spherical CNNs,2018, In InternationalConference on Learning Representations
 GaUge eqUivariant convo-lUtional networks and the icosahedral CNN,2019, arXiv preprint arXiv:1902
 Theoretical aspects of groUp eqUivariant neUral networks,2020, arXiv preprintarXiv:2004
 SphericalCNNs on UnstrUctUred grids,2019, arXiv preprint arXiv:1901
 Hilbert space methods in signal processing,2013, CambridgeUniversity Press
 Adam: A method for stochastic gradient descent,2015, In ICLR:International Conference on Learning Representations
 Clebsch-Gordan nets: a fUlly foUrier space sphericalconvolUtional neUral network,2018, In Advances in Neural Information Processing Systems
 Group invariant scattering,2012, Communications on Pure and Applied Mathematics
 A novel sampling theorem on the sphere,2011, IEEE Transactions onSignal Processing
 Fast directionalcontinuous spherical wavelet transform algorithms,2007, IEEE Trans
 On the computation of directional scale-discretized wavelet transforms on the sphere,2013, In Wavelets and Sparsity XV
 A novel sam-pling theorem on the rotation group,2015, IEEE Signal Processing Letters
 Directional spinwavelets on the sphere,2015, IEEE Trans
 Localisation of directional scale-discretisedwavelets on the sphere,2018, Applied Comput
 Deepsphere: Ef-ficient spherical convolutional neural network with HEALPix sampling for cosmological appli-cations,2019, Astronomy and Computing
 Fastand accurate modeling of molecular atomization energies with machine learning,2012, Physical ReviewLetters
 Large-scale 3d shape retrieval from shapenet core55:Shrec’17 track,2017, In Proceedings of the Workshop on 3D Object Retrieval
 An Icosahedron-Based method for pixelizing the celestial sphere,1996, Astrophys
 Tensor field networks: Rotation-and translation-equivariant neural networks for 3d pointclouds,2018, arXiv preprint arXiv:1802
 Calculation of spherical harmonics and Wigner d functions byFFT,2006, Applications to fast rotational matching in molecular replacement and implementation intoAMoRe
 Fast convolution on the sphere,2001, Phys
