title,year,conference
 Riemannian Adaptive Optimization Methods,2019, InInternational Conference on Learning Representations
 Hyperbolic Neural Networks,2018, In Advancesin Neural Information Processing Systems 31
 Hyperbolic Entailment Cones forLearning Hierarchical Embeddings,2018, In ICML
 ConvolutionalSequence to Sequence Learning,2017, In Doina Precup and Yee Whye Teh (eds
 Learning Mixed-Curvature Representa-tions in Product Spaces,2019, In International Conference on Learning Representations
 Delving Deep into Rectifiers: SurpassingHuman-Level Performance on ImageNet Classification,2015, In Proceedings of the IEEE internationalconference on computer vision
 Curvature andtemperature of complex networks,2009, Physical Review E
 A Focus+Context Technique Based on HyperbolicGeometry for Visualizing Large Hierarchies,1995, In Proceedings of the SIGCHI Conference onHuman Factors in Computing Systems
 Lorentzian Distance Learning for HyperbolicRepresentations,2019, In Proceedings of the 36th International Conference on Machine Learning
 Hyperbolic Graph Neural Networks,2019, In Advances inNeural Information Processing Systems 32
 ContinuousHierarchical Representations with POinCare Variational Auto-Encoders,2019, In Advances in NeuralInformation Processing Systems 32
 Hyperbolic Deep Learning for Chinese Natural LanguageUnderstanding,2018, arXiv preprint arXiv:1812
 A WrappedNormal Distribution on Hyperbolic Space for Gradient-Based Learning,2019, In ICML
 Learning Continuous Hierarchies in the Lorentz Model ofHyperbolic Geometry,2018, In ICML
 Poincare Embeddings for Learning Hierarchical Repre-sentations,2017, In Advances in Neural Information Processing Systems 30
 Poincare Wasserstein Autoencoder,2019, arXiv preprint arXiv:1901
 BLEU: a method for automaticevaluation of machine translation,2002, In Proceedings of the 40th annual meeting on association forcomputational linguistics
 Representation Tradeoffs for HyperbolicEmbeddings,2018, In Proceedings of the 35th International Conference on Machine Learning
 Mixed-curvature Variational Autoen-coders,2020, In International Conference on Learning Representations
 A Comprehensive Introduction to Differential Geometry,1979, Publish or Perish
 Poincare GloVe: Hyperbolic Word Embeddings,2019, In 7thInternational Conference on Learning Representations (ICLR)
 Gyrovector Spaces And Their Differential Geometry,2005, Nonlinear Functional Analysisand Applications
 A Gyrovector Space Approach to Hyperbolic Geometry,2009, Synthesis Lectureson Mathematics and Statistics
