title,year,conference
 Distributed distributional deterministicpolicy gradients,2018, arXiv preprint arXiv:1804
 Value constrained model-free continuous control,2019, arXiv preprint arXiv:1902
 Convex optimization,2004, Cambridge university press
 Challenges of real-world reinforce-ment learning,2019, CoRR
 An empirical investigation of the challenges of real-world reinforcement learn-ing,2020, arXiv preprint arXiv:2003
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Constrained rein-forcement learning has zero duality gap,2019, In Advances in Neural Information Processing Systems
 Benchmarking safe exploration in deep reinforcementlearning,2019, arXiv preprint arXiv:1910
 Constrained markov decision processes via back-ward value functions,2020, arXiv preprint arXiv:2008
 Masteringthe game of Go without human knowledge,2017, Nature
 Reinforcement learning: An introduction,2018, MIT press
 Deepmind control suite,2018, CoRR
 A deep hierar-chical approach to lifelong learning in minecraft,2017, In AAAI
 Reward constrained policy optimization,2018, arXivpreprint arXiv:1805
 Discovery of useful questions as auxiliarytasks,2019, NeurIPS
 Self-Tuning Deep Reinforcement Learning,2020, 2020
 On learning intrinsic rewards for policy gradientmethods,2018, NeurIPS
