title,year,conference
 A stochastic expectation-maximization approach to shuffled linearregression,2018, In 2018 56th Annual Allerton Conference on Communication
 Linear regression with shuffled labels,2017, arXiv preprintarXiv:1705
 Three observations on linear algebra,1946, Univ
 Optimization methods for large-scale machinelearning,2018, Siam Review
 Scaling algorithmsfor unbalanced optimal transport problems,2018, Mathematics of Computation
 Sinkhorn distances: Lightspeed computation of optimal transport,2013, In Advances inneural information processing systems
 Efficient projections ontothe l 1-ball for learning in high dimensions,2008, In Proceedings of the 25th international conferenceon Machine learning
 Convergence of learning dynamics in stack-elberg games,2019, arXiv preprint arXiv:1906
 Tracking by animation: Unsupervisedlearning of multi-object attentive trackers,2019, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 Linear regression without correspondence,2017, In Advancesin Neural Information Processing Systems
 Array-based evolution of dna aptamers allowsmodelling of an explicit sequence-fitness landscape,2009, Nucleic acids research
 A new optimal transportdistance on the space of finite radon measures,2016, Advances in Differential Equations
 High performance visual tracking withsiamese region proposal network,2018, In Proceedings of the IEEE Conference on Computer Visionand Pattern Recognition
 MOT16: A benchmark for multi-objecttracking,2016, arXiv:1603
 MemOire sur la theorie des deblais et des remblais,1781, Histoire de YAcademie Royaledes Sciences de Paris
 Denoising linear models withpermuted data,2017, In 2017 IEEE International Symposium on Information Theory (ISIT)
 Linear regression with shuf-fled data: Statistical and computational limits of permutation recovery,2017, IEEE Transactions onInformation Theory
 Linear regression without correspondences via concaveminimization,2020, arXiv preprint arXiv:2003
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In Advances in neural information processing systems
 A method for chronologically ordering archaeological deposits,1951, Americanantiquity
 Spherical regresion under mismatch corruption with application to auto-mated knowledge translation,2018, arXiv preprint arXiv:1810
 A two-stage approach to multivariate linear regression withsparsely mismatched data,2019, arXiv preprint arXiv:1907
 Simultaneous localization and mapping,2007, In Robotics and cognitive approaches tospatial mapping
 Homomorphic sensing,2019, In Kamalika Chaudhuri and RuslanSalakhutdinov (eds
 Unlabeled sensing withrandom linear measurements,2018, IEEE Transactions on Information Theory
 A certain zero-sum two-person game equivalent to the optimal assignmentproblem,1953, Contributions to the Theory of Games
 Random multi-constraint projection:Stochastic gradient methods for convex optimization with many constraints,2015, arXiv preprintarXiv:1511
 Differentiable top-k operator with optimal transport,2020, arXiv preprint arXiv:2002
 Gromov-wasserstein learning forgraph matching and node embedding,2019, arXiv preprint arXiv:1901
 Deepmot: A differentiableframework for training multiple object trackers,2019, arXiv preprint arXiv:1906
