title,year,conference
 Stronger generalization bounds fordeep nets via a compression approach,2018, volume 80 of Proceedings of Machine Learning Research
 Local linear regression smoothers and their minimax efficiencies,1993, The Annals ofStatistics
 Local polynomial modelling and its applications,1996, Number 66 inMonographs on statistics and applied probability series
 Some pac-bayesian theorems,1998, In 11th annual conference on Computationallearning theory
 Uniform convergence may be unable to explain general-ization in deep learning,2019, In Advances in Neural Information Processing Systems 32
 Model agnostic supervised local expla-nations,2018, In S
 ”Why should i trust you?”: Explaining thepredictions of any classifier,2016, In Proceedings of the 22nd ACM SIGKDD International Conferenceon Knowledge Discovery and Data Mining
 Anchors: High-precision model-agnosticexplanations,2018, In AAAI Conference on Artificial Intelligence
 Understanding Machine Learning - From Theory toAlgorithms,2014, Cambridge University Press
 Understandingdeep learning requires rethinking generalization,2017, In 5th International Conference on LearningRepresentations
