title,year,conference
 Intrinsic motivation and reinforcement learning,2013, In Intrinsically motivated learningin natural and artificial systems
 Intrinsically motivated learning of hier-archical collections of skills,2004, In Proceedings of the 3rd International Conference on Developmentand Learning
 Intrinsically motivated reinforcementlearning,2005, In L
 Reinforcement learning in continuous time and space,2000, Neural computation
 Diversity is all youneed: Learning skills without a reward function,2019, In International Conference on LearningRepresentations
 Variational intrinsic control,2017, In 5thInternational Conference on Learning Representations
 Dynamics-awareunsupervised discovery of skills,2020, In International Conference on Learning Representations
 Control capacity of partially observable dynamicsystems in continuous time,2017, arXiv preprint arXiv:1701
 Optimal control theory,2006, Bayesian brain: probabilistic approaches to neuralcoding
 On mutualinformation maximization for representation learning,2020, In International Conference on LearningRepresentations
 Causal entropic forces,2013, Physical review letters
 Sapiens: A Brief History of Humankind,2014, Harvill Secker
