title,year,conference
 Identifying and correcting label bias in machine learning,2020, InAISTATS
 Fairnessconstraints: Mechanisms for fair classification,2017, In AISTATS
 Mitigating unwanted biases with adversariallearning,2018, In AIES
 Adafair: Cumulative fairness adaptive boosting,2019, In CIKM
 Equality of opportunity in supervised learning,2016, In NeurIPS
 Machine bias: There’s software usedacross the country to predict future criminals,2016, And its biased against blacks
 Certifying and removing disparate impact,2015, In KDD
 Scaling up the accuracy of naive-bayes classifiers: A decision-tree hybrid,1996, In KDD
 Data preprocessing techniques for classification without discrimi-nation,2011, Knowl
 Deep residual learning for imagerecognition,2016, In CVPR
 Going deeper with convolutions,2015, InCVPR
 Large-scale machine learning with stochastic gradient descent,2010, In COMPSTAT
 Convex optimization,2004, Cambridgeuniversity press
 AI fairness 360: An extensible toolkitfor detecting and mitigating algorithmic bias,2019, IBM J
 Additive Logistic Regression: a StatisticalView of Boosting,2000, The Annals of Statistics
 Online batch selection for faster training of neural networks,2016, InICLR 2016 Workshop Track
 Translation tutorial: 21 fairness definitions and their politics,2018, In FAccT
 Learning fairrepresentations,2013, In ICML
 Optimized pre-processing for discrimination prevention,2017, In NeurIPS
 Fairness-aware classifier withprejudice remover regularizer,2012, In ECML PKDD
 Areductions approach to fair classification,2018, In ICML
 Two-player games for efficient non-convexconstrained optimization,2019, In ALT
 FR-Train: A mutualinformation-based approach to fair and robust training,2020, In ICML
 Decision theory for discrimination-awareclassification,2012, In ICDM
 On fairnessand calibration,2017, In NeurIPS
 Lever-aging labeled and unlabeled data for consistent fair binary classification,2019, In NeurIPS
 Fairnessthrough awareness,2012, In ITCS
 Avoiding discrimination through causal reasoning,2017, In NeurIPS
 Counterfactual fairness,2017, In NeurIPS
 Fair inference on outcomes,2018, In AAAI
 Fairness in algorithmic decisionmaking: An excursion through the lens of causality,2019, In WWW
 Certifying some distributional robustnesswith principled adversarial training,2017, In ICLR
 Fairness withoutdemographics in repeated loss minimization,2018, In ICML
 The frontiers of fairness in machine learning,2018, CoRR
 Slice tuner: A selective data acquisition framework foraccurate and fair machine learning models,2021, In SIGMOD
 On large-batch training for deep learning: Generalization gap and sharp minima,2017, In ICLR
 Revisiting small batch training for deep neural networks,2018, CoRR
 Why random reshuffling beats stochastic gradientdescent,2019, Mathematical Programming
 Variancereduction in sgd by distributed importance sampling,2016, ICLR Workshop
 Safe adaptive importance sampling,2017, In NIPS
 Not all samples are created equal: Deep learning withimportance sampling,2018, In ICML
