title,year,conference
 Learning factor graphs in polynomial time and sample complex-ity,2006, J
 The complexity and approximability of finding maximum feasible subsys-tems of linear relations,1995, Theoretical Computer Science
 Learning mixtures of tree graphical models,2012, InProc
 Computationally efficient robust sparse estimation inhigh dimensions,2017, In Proc
 Efficiently learning Ising models on arbitrary graphs,2015, In Proc
 Reconstruction of Markov random fields from samples: Someobservations and algorithms,2013, SIAM J
 Structure learning of antiferromagnetic Ising models,2014, InProc
 An optimal randomized algorithm for maximum Tukey depth,2004, In Proc
 Learning from untrusted data,2017, In Proc
 Robust covariance and scatter matrix estimation under Huber’scontamination model,2018, The Annals of Statistics
 High-dimensional robust mean estimation in nearly-lineartime,2019, In Proc
 Faster algorithms for high-dimensionalrobust covariance estimation,2019, In Proc
 Optimalrobust linear regression in nearly linear time,2020, arXiv preprint arXiv:2007
 List decodable mean estimation in nearly lineartime,2020, In Proc
 Approximating discrete probability distributions with dependence trees,1968, IEEETrans
 Approximating centerpoints with iterated Radon points,1993, In Proc
 List-decodable robust mean estimation and learningmixtures of sPherical Gaussians,2018, In Proc
 SEVER: A robustmeta-algorithm for stochastic oPtimization,2019, In Proc
 List-decodable mean estimation innearly-PCA time,2020, arXiv preprint arXiv:2011
 Quantum entroPy scoring for fast robust mean estimation andimProved outlier detection,2019, In Proc
 Robust estimation ofa location Parameter,1964, Ann
 Bayesian Networks and Decision Graphs,2007, SPringer PublishingComPany
 The densest hemisPhere Problem,1978, Theoretical Computer Science
 Efficient algorithms for outlier-robust regression,2018, In Proc
 Probabilistic Graphical Models: Principles and Techniques - AdaptiveComputation and Machine Learning,2009, The MIT Press
 Agnostic estimation of mean and covariance,2016, In Proc
 Robust Gaussian covariance estimation in nearly-matrix multiplication time,2020, InProc
 High dimensional robust sparse regression,2020, In Proc
 Structure estimation for discrete graphical models: Generalizedcovariance matrices and their inverses,2012, In Proc
 Approximate centerpoints with proofs,2010, Comput
 Information-theoretic limits of selecting binary graphicalmodels in high dimensions,2012, IEEE Trans
 Resilience: A criterion for learning in the presenceof arbitrary outliers,2018, In In Proc
 Mathematics and picturing of data,1975, In Proceedings of ICM
 Introduction to the non-asymptotic analysis of random matrices,2010, arXiv preprintarXiv:1011
 High-dimensional graphical model selectionusing `1 -regularized logistic regression,2006, In Proc
 Robust estimation via generalized quasi-gradients,2020, arXiv preprintarXiv:2005
