title,year,conference
 A survey of model compression and accelerationfor deep neural networks,2017, arXiv preprint arXiv:1710
 Fast graph representation learning with pytorch geometric,2019, arXivpreprint arXiv:1903
 Inductive representation learning on large graphs,2017, InAdvances in neural information processing systems
 Understanding isomorphism bias in graph datasets,2019, arXiv preprint arXiv:1910
 Lifted probabilistic inference,2012, In ECAI
 Towards combining inductive logic programming with bayesiannetworks,2001, In Inductive Logic Programming
 Lifted graphical models: a survey,2015, Machine Learning
 Statistical predicate invention,2007, In Proceedings of the 24thInternational Conference on Machine Learning
 Introduction to statistical relationallearning,2007, MIT press
 Imagenet classification with deep convolu-tional neural networks,2012, In Advances in neural information processing systems
 Neural markov logic networks,2019, arXiv preprintarXiv:1905
 Graph kernels for chemicalinformatics,2005, Neural Netw
 Markov logic networks,2006, Machine learning
 End-to-end differentiable proving,2017, In Advances in NeuralInformation Processing Systems
 Modeling relational data with graph convolutional networks,2018, In European Semantic WebConference
 Lossless compression of deep neuralnetworks,2020, arXiv preprint arXiv:2001
 Recursive deep models for semantic compositionality over a sentimenttreebank,2013, In Proceedings of the conference on empirical methods in natural language processing(EMNLP)
 Probabilistic databases,2011, Synthesislectures on data management
 Deep graph library: Towards efficient and scalable deep learning on graphs,2019, arXivpreprint arXiv:1909
 Knowledge graph embedding: A survey ofapproaches and applications,2017, IEEE Transactions on Knowledge and Data Engineering
 Acomprehensive survey on graph neural networks,2019, arXiv preprint arXiv:1901
 Representation learning on graphs with jumping knowledge networks,2018, arXiv preprintarXiv:1806
