title,year,conference
 Model Constrained by Visual HierarchyImproves Prediction of Neural Responses to Natural Scenes,2016, PLoS ComPUt Biol
 A rotation-equivariant convolutional neural network model of primaryvisual cortex,2018, pp
 Batch Normalization: Accelerating Deep Network Training byReducing Internal Covariate Shift,2015, Technical report
 Recurrence is required to capture the representational dynamics of thehuman visual system,1091, Proceedings of the National Academy of Sciences of the United States ofAmerica
 Using deep learning to reveal the neuralcode for images in primary visual cortex,2017, Technical report
 Adam: A method for stochastic optimization,2015, In 3rdInternational Conference on Learning Representations
 Auto-encoding variational bayes,2014, In 2nd InternationalConference on Learning Representations
" Neural system identification for large populationsseparating ""What"" and ""Where""",2017, In Advances in Neural Information Processing Systems
 Deep neural netWorks : a neW frameWork for modelling biological vision and braininformation processing,2015, Annual Reviews of Vision Science
 Learning From Brains HoW toRegularize Machines,2019, 2019
 Emergence of simple-cell receptive field properties by learning asparse code for natural images,1996, Nature
 Evolving Images for Visual Neurons Using a Deep Generative NetWork RevealsCoding Principles and Neuronal Preferences,1097, Cell
 Automatic early stopping using cross validation: Quantifying the criteria,1998, NeuralNetworks
 VERY DEEP CONVOLUTIONAL NETWORKS FORLARGE-SCALE IMAGE RECOGNITION,2015, Technical report
 Stimulus domain transfer in recurrent models for large scale cortical populationprediction on video,2018, In Advances in Neural Information Processing Systems 31
 Practical Bayesian Optimization of MachineLearning Algorithms,2012, Technical report
 A large field ofview two-photon mesoscope with subcellular resolution for in vivo imaging,2016, eLife
 Characterisation of nonlinear receptive fieldsof visual neurons by convolutional neural network,2019, Scientific Reports
 Inception loops discover what excites neurons most using deeppredictive models,1546, Nature Neuroscience
 Performance-optimized hierarchical models predict neural responses in highervisual cortex,1091, Proceedings of the National Academy of Sciences of the UnitedStates of America
