title,year,conference
 Deep speech 2: End-to-end speech recognition in english and mandarin,2016, In International conference on machine learning
 Designing neural network architec-tures using reinforcement learning,2017, In 5th International Conference on Learning Representations
 Revisiting resnets: Improved training and scaling strategies,2021, ArXiv
 Estimating or propagating gradientsthrough stochastic neurons for conditional computation,2013, arXiv preprint arXiv:1308
 Benchmark analysis of repre-sentative deep neural network architectures,2018, IEEE Access
 Online learning and stochastic approximations,1998, On-line learning in neuralnetworks
 A theoretical analysis of feature pooling in visualrecognition,2010, In Proceedings of the 27th international conference on machine learning (ICML-10)
 Very deep convolutional net-works for text classification,2017, In Proceedings of the 15th Conference of the European Chap-ter of the Association for Computational Linguistics: Volume 1
 Coatnet: Marrying convolution andattention for all data sizes,2021, arXiv preprint arXiv:2106
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 An im-age is worth 16x16 words: Transformers for image recognition at scale,2020, In International Confer-ence on Learning Representations
 The modulation transfer function for speech intelligi-bility,2009, PLoS computational biology
 Spectrotem-poral modulation provides a unifying framework for auditory cortical asymmetries,2019, Nature humanbehaviour
 Improving sound event classification by in-creasing shift invariance in convolutional neural networks,2021, ArXiv
 Sharpness-aware minimiza-tion for efficiently improving generalization,2020, In International Conference on Learning Represen-tations
 Neocognitron: A self-organizing neural network model for a mechanism of patternrecognition unaffected by shift in position,1980, Biological Cybernetics
 Convolutionalsequence to sequence learning,2017, In International Conference on Machine Learning
 Fractional max-pooling,2014, arXiv preprint arXiv:1412
 Learned-norm poolingfor deep feedforward and recurrent neural networks,2014, In Joint European Conference on MachineLearning and Knowledge Discovery in Databases
 Identity mappings in deep residualnetworks,2016, In European conference on computer vision
 What’s wrong with convolutional nets,2014, MIT Brain and Cognitive Sciences-FallColloquium Series
 Mobilenets: Efficient convolutional neural networks formobile vision applications,2017, ArXiv
 Searchingfor mobilenetv3,2019, 2019 IEEE/CVF International Conference on Computer Vision (ICCV)
 Densely connectedconvolutional networks,2016, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Adam: A method for stochastic optimization,2015, In ICLR (Poster)
 Panns:Large-scale pretrained audio neural networks for audio pattern recognition,2020, IEEE/ACM Transac-tions on Audio
 Learning multiple layers of features from tiny images,2009, 2009
 Imagenet classification with deep con-volutional neural networks,2012, Advances in neural information processing systems
 Learning multiple layers of features from tiny images,2009, 2009
 Haptic texture perception on 3d-printedsurfaces transcribed from visual natural textures,2018, In International Conference on Human HapticSensing and Touch Enabled Computer Applications
 Handwritten digit recognition with a back-propagation network,1989, Advancesin neural information processing systems
 Minimizingflops to learn efficient sparse representations,2020, ArXiv
 On the momentum term in gradient descent learning algorithms,1999, Neural networks : theofficial journal of the International Neural Network Society
 Spectral representations for convolutional neuralnetworks,2015, In Proceedings of the 28th International Conference on Neural Information ProcessingSystems-Volume 2
 Detail-preserving pooling in deepnetworks,2016, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Modulation spectra of natural sounds and ethologicaltheories of auditory processing,2003, The Journal of the Acoustical Society of America
 Automaticacoustic detection of birds through deep learning: the first Bird Audio Detection challenge,2018, Tech-nical report
 Adaptive attentionspan in transformers,2019, In Proceedings of the 57th Annual Meeting of the Association for Compu-tational Linguistics
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 Self-supervisedaudio representation learning for mobile devices,2019, arXiv preprint arXiv:1905
 Learning to resize images for computer vision tasks,2021, ICCV
 Efficientnet: Rethinking model scaling for convolutional neural net-works,2019, In International Conference on Machine Learning
 Conditional image generation with pixelcnn decoders,2016, In NIPS
 Speech Commands: A Dataset for Limited-Vocabulary Speech Recognition,2018, Technicalreport
 Understanding straight-through estimator in train-ing activation quantized neural nets,2019, In International Conference on Learning Representations
 Fully convolutional speech recognition,2018, arXiv preprint arXiv:1812
 Hartley spectral pooling for deep learning,2018, arXiv preprintarXiv:1810
 Making convolutional networks shift-invariant again,2019, In ICML
 Neural architecture search with reinforcement learning,2017, 2017
