title,year,conference
 Neural machine translation by jointlylearning to align and translate,2015, CoRR
 The consciousness prior,2017, CoRR
 Geomet-ric deep learning: Going beyond euclidean data,2017, IEEE Signal Processing Magazine
 Spectral networks and locallyconnected networks on graphs,2014, CoRR
 Tensorlog: A differentiable deductive database,2016, CoRR
 The nature of explanation,1952, 1952
 Convolutional neural networks ongraphs with fast localized spectral filtering,2016, In NIPS
 Convolutional 2dknowledge graph embeddings,2018, In AAAI
 Convolutional networks on graphs forlearning molecular fingerprints,2015, In NIPS
 Neuralmessage passing for quantum chemistry,2017, In ICML
 Traversing knowledge graphs in vector space,2015, InEMNLP
 Deep convolutional networks on graph-structureddata,2015, CoRR
 Vain: Attentional multi-agent predictive modeling,2017, In NIPS
 Knowledge graph embedding viadynamic mapping matrix,2015, In ACL
 Semi-supervised classification with graph convolutional net-works,2017, CoRR
 Canonical tensor decomposition forknowledge base completion,2018, In ICML
 Buildingmachines that learn and think like people,2017, The Behavioral and brain sciences
 Random walk inference and learning in alarge scale knowledge base,2011, In EMNLP
 Gated graph sequence neuralnetworks,2016, CoRR
 Multi-hop knowledge graph reasoning withreward shaping,2018, In EMNLP
 Modeling relation paths for representation learning ofknowledge bases,2015, In EMNLP
 Learning entity and relationembeddings for knowledge graph completion,2015, In AAAI
 A structured self-attentive sentence embedding,2017, CoRR
 Yago3: A knowledge basefrom multilingual wikipedias,2014, In CIDR
 Holographic embeddings of knowl-edge graphs,2016, In AAAI
 Learning convolutionalneural networks for graphs,2016, In ICML
 Recurrent relational networks,2018, In NeurIPS
 A simple neural network module for relational reasoning,2017, InNIPS
 Relational recurrentneural networks,2018, In NeurIPS
 M-walk: Learning to walkover graphs using monte carlo tree search,2018, In NeurIPS
 Rotate: Knowledge graph embeddingby relational rotation in complex space,2018, CoRR
 Observed versus latent features for knowledge base and textinference,2015, In Proceedings of the 3rd Workshop on Continuous Vector Space Models and theirCompositionality
 Compositionallearning of embeddings for relation paths in knowledge base and text,2016, In ACL
 Com-plex embeddings for simple link prediction,2016, In ICML
 Attention is all yoU need,2017, In NIPS
 Graph attention networks,2018, CoRR
 Knowledge graph embedding by trans-lating on hyperplanes,2014, In AAAI
 Visual interaction networks: Learning a physics simulator from video,2017, In NIPS
 DeePPath: A reinforcement learning methodfor knowledge graPh reasoning,2017, In EMNLP
 Modeling attention flowon graPhs,2018, CoRR
 Embedding entities andrelations for learning and inference in knowledge bases,2015, CoRR
 Differentiable learning of logical rules for knowl-edge base reasoning,2017, In NIPS
