title,year,conference
 N2n learning: Network tonetwork compression via policy gradient reinforcement learning,2018, In ICLR
 Efficient architecture search bynetwork transformation,2018, In AAAI
 Path-level network transformationfor efficient architecture search,2018, In ICML
 ProxylessNAS: Direct neural architecture search on target taskand hardware,2019, In ICLR
 Superposition ofmany models into one,2019, In NeurIPS
 Imagenet: A large-scalehierarchical image database,2009, In CVPR
 Singlepath one-shot neural architecture search with uniform sampling,2019, arXiv preprint arXiv:1904
 Deep residual learning for imagerecognition,2016, In CVPR
 Amc: Automl for modelcompression and acceleration on mobile devices,2018, In ECCV
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Searching for mobilenetv3,2019, In ICCV2019
 Mobilenets: Efficient convolutional neural networks formobile vision applications,2017, arXiv preprint arXiv:1704
 Densely connectedconvolutional networks,2017, In CVPR
 efficiency: Achieving both through fpga-implementation aware neural architecturesearch,2019, In Proceedings ofthe 56th Annual Design Automation Conference 2019
 Stochastic downsampling for cost-adjustable inference and improved regularization inconvolutional networks,2018, In CVPR
 Runtime neural pruning,2017, In NeurIPS
 Progressive neural architecture search,2018, In ECCV
 Darts: Differentiable architecture search,2019, In ICLR
 Dynamic deep neural networks: Optimizing accuracy-efficiency trade-offsby selective execution,2018, In AAAI
 Learningefficient convolutional networks through network slimming,2017, In ICCV
 Sgdr: Stochastic gradient descent with warm restarts,2016, arXivpreprint arXiv:1608
 Shufflenet v2: Practical guidelines forefficient cnn architecture design,2018, In ECCV
 Regularized evolution for imageclassifier architecture search,2019, In AAAI
 Mo-bilenetv2: Inverted residuals and linear bottlenecks,2018, In CVPR
 Energy and policy considerations for deeplearning in nlp,2019, In ACL
 Mnasnet: Platform-aware neural architecture search for mobile,2019, In Proceedings of theIEEE Conference on Computer Vision and Pattern Recognition
 Skipnet: Learning dynamicrouting in convolutional networks,2018, In ECCV
 Roofline: An insightful visual perfor-mance model for floating-point programs and multicore architectures,2019, Technical report
 Blockdrop: Dynamic inference paths in residual networks,2018, In CVPR
 Universally slimmable networks and improved training techniques,2019, InICCV
 Slimmable neural networks,2019, InICLR
 Shufflenet: An extremely efficientconvolutional neural network for mobile devices,2018, In CVPR
 Trained ternary quantization,2017, In ICLR
 Neural architecture search with reinforcement learning,2017, In ICLR
 Learning transferable architecturesfor scalable image recognition,2018, In CVPR
