title,year,conference
 Tree-structured decoding with doubly-recurrent neuralnetworks,2016, 2016
 Combining symbolic expressionsand black-box function evaluations in neural programs,2018, arXiv preprint arXiv:1801
 Neural machine translation by jointlylearning to align and translate,2014, arXiv preprint arXiv:1409
 Optgen: A generator for local optimizations,2015, In International Conference onCompiler Construction
 Lever-aging grammar and reinforcement learning for neural program synthesis,2018, arXiv preprintarXiv:1805
 Learning of human-like algebraic reason-ing using deep feedforward neural networks,2018, Biologically inspired cognitive architectures
 Learning to progressively plan,2018, arXiv preprint arXiv:1810
 Tree-to-tree neural networks for program translation,2018, InAdvances in Neural Information Processing Systems
 Z3: An efficient Smt solver,2008, In International conferenceon Tools and Algorithms for the Construction and Analysis of Systems
 Program langUage translation Using a grammar-driven tree-to-treemodel,2018, arXiv preprint arXiv:1807
 UnboUnded sUperoptimization,2017, In Proceedings of the 2017 ACMSIGPLAN International Symposium on New Ideas
 Bandit based monte-carlo planning,2006, In European conferenceon machine learning
 Latent predictor networks for code generation,2016, arXiv preprintarXiv:1603
 End-to-end trajectory transportation mode classification using bi-lstm recurrent neural network,2017, In 2017 12th International Conference on Intelligent Systems andKnowledge Engineering (ISKE)
 Superoptimizer: a look at the smallest program,1987, In ACM SIGARCH ComputerArchitecture News
 Neuro-symbolic program synthesis,2016, arXiv preprint arXiv:1611
 Stochastic superoptimization,2013, In ACM SIGPLANNotices
 Improved semantic representationsfrom tree-structured long short-term memory networks,2015, arXiv preprint arXiv:1503
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 Learning to execute,2014, arXiv preprint arXiv:1410
 Seq2sql: Generating structured queries fromnatural language using reinforcement learning,2017, arXiv preprint arXiv:1709
