title,year,conference
 Input convex neural networks,2017, In Doina Precup andYee Whye Teh
 On evaluation ofembodied navigation agents,2018, arXiv preprint arXiv:1807
 Sorting out lipschitz function approximation,2018, arXivpreprint arXiv:1811
 Absolute and monotonic norms,0945, Numerische Mathematik
 An efficient algorithm for learning distances that obey the triangleinequality,2015, In BMVC
" Signatureverification using a"" siamese"" time delay neural network",1994, In Advances in neural informationprocessing systems
 An asymmetric distancemodel for cross-view feature mapping in person reidentification,2016, IEEE transactions on circuitsand systems for video technology
 Optimal control via neural networks: A convexapproach,2018, arXiv preprint arXiv:1805
 Nearest neighbor pattern classification,1967, IEEE transactions oninformation theory
 Using instance-level constraints in agglomerative hierarchicalclustering: theoretical and empirical results,2009, Data mining and knowledge discovery
 Metric preserving functions,1998, StroffekKosice
 node2vec: Scalable feature learning for networks,2016, In Proceedingsof the 22nd ACM SIGKDD international conference on Knowledge discovery and data mining
 Learning to play in a day: Faster deepreinforcement learning by optimality tightening,2016, arXiv preprint arXiv:1611
 Deep metric learning using triplet network,2015, In Aasa Feragen
 8: Low-distortion embeddings of finitemetric spaces,2017, In Handbook of discrete and computational geometry
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Metric learning: A survey,2013, Foundations and TrendsR in Machine Learning
 The geometry of graphs and some of its algorithmicapplications,1995, Combinatorica
 Classification with mixtures of curved mahalanobismetrics,2016, In Image Processing (ICIP)
 Deep metric learning via liftedstructured feature embedding,2016, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Asymmetric transitivity preserv-ing graph embedding,2016, In Proceedings of the 22nd ACM SIGKDD international conference onKnowledge discovery and data mining
 Multi-goal reinforcement learn-ing: Challenging robotics environments and request for research,2018, arXiv preprint arXiv:1802
 Good recognition isnon-metric,2014, Pattern Recognition
 Facenet: A unified embedding for facerecognition and clustering,2015, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Prototypical networks for few-shot learning,2017, InAdvances in Neural Information Processing Systems
 Triangle fixing algorithms for the metric nearnessproblem,2005, In Advances in Neural Information Processing Systems
 Order-embeddings of images andlanguage,2015, arXiv preprint arXiv:1511
 Word representations via gaussian embedding,2014, arXiv preprintarXiv:1412
 Deep metric learning for crowdedness regression,2018, IEEETransactions on Circuits and Systems for Video Technology
 Distance metric learning withapplication to clustering with side-information,2003, In Advances in neural information processingsystems
 Distance metric learning: A comprehensive survey,2006, Michigan State Universiy
