title,year,conference
 On understanding knowledge graphrepresentation,2019, arXiv preprint arXiv:1909
 Neural machine translation by jointlylearning to align and translate,2015, In International Conference on Learning Representations (ICLR)
 Data structures for range searching,1979, ACM ComputingSurveys (CSUR)
 Freebase: a collabora-tively created graph database for structuring human knowledge,2008, In ACM SIGMOD internationalconference on Management of data (SIGMOD)
 Efficient query evaluation on probabilistic databases,2007, VLDB
 Introduction to lattices and order,2002, Cambridge university press
 Representing words as regions in vector space,2009, In Proceedings of the ThirteenthConference on Computational Natural Language Learning
 Traversing knowledge graphs in vector space,2015, In EmpiricalMethods in Natural Language Processing (EMNLP)
 Embedding logicalqueries on knowledge graphs,2018, In Advances in Neural Information Processing Systems (NeurIPS)
 Learning to represent knowledge graphs withgaussian embedding,2015, In Proceedings of the 24th ACM International on Conference on Informationand Knowledge Management
 Approximate nearest neighbors: towards removing the curse ofdimensionality,1998, In Proceedings of the thirtieth annual ACM symposium on Theory of computing
 Adam: A method for stochastic optimization,2015, In InternationalConference on Learning Representations (ICLR)
 Introduction to statistical relationallearning,2007, MIT press
 Querying factorized probabilistic tripledatabases,2014, In International Semantic Web Conference
 Improved representation learning for predictingcommonsense ontologies,2017, arXiv preprint arXiv:1708
 Smoothing the ge-ometry of probabilistic box embeddings,2019, In International Conference on Learning Representations(ICLR)
 Efficient estimation of word repre-sentations in vector space,2013, In International Conference on Learning Representations (ICLR)
 A review of relationalmachine learning for knowledge graphs,2016, Proceedings of the IEEE
 Rotate: Knowledge graph embedding byrelational rotation in complex space,2019, In International Conference on Learning Representations(ICLR)
 Observed versus latent features for knowledge base and textinference,2015, In Proceedings of the 3rd Workshop on Continuous Vector Space Models and theirCompositionality
 Order-embeddings of images andlanguage,2016, In International Conference on Learning Representations (ICLR)
 Word representations via gaussian embedding,2014, In InternationalConference on Learning Representations (ICLR)
 Probabilistic embedding of knowledgegraphs with box lattice measures,2018, In Annual Meeting of the Association for ComputationalLinguistics (ACL)
 Deeppath: A reinforcement learning methodfor knowledge graph reasoning,2017, In Empirical Methods in Natural Language Processing (EMNLP)
 Deep sets,2017, In Advances in Neural Information Processing Systems (NeurIPS)
2 for the loss in Eq,2015, 4
