title,year,conference
 Neural machine translation by jointlylearning to align and translate,2014, arXiv preprint arXiv:1409
 Recognizing objects and faces,1994, Visual cognition
 Long short-term memory-networks for machinereading,2016, arXiv preprint arXiv:1601
 Spherical cnns,2018, CoRR
 Gauge equivariant convolu-tional networks and the icosahedral cnn,2019, arXiv preprint arXiv:1902
 Exploiting cyclic symmetry in convo-lutional neural networks,2016, arXiv preprint arXiv:1602
 The face-inversion effect as a deficit in theencoding of configural information: Direct evidence,2000, Perception
 Deep symmetry networks,2014, In Advances in neural informationprocessing Systems
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in neural information processing systems
 An empir-ical evaluation of deep architectures on problems with many factors of variation,2007, In Proceedingsof the 24th international conference on Machine learning
 Network in network,2013, arXiv preprint arXiv:1312
 Effective approaches to attention-based neural machine translation,2015, arXiv preprint arXiv:1508
 Rotation equivariant vector fieldnetworks,2017, In Proceedings of the IEEE International Conference on Computer Vision
 Scale equivariance in cnnswith vector fields,2018, arXiv preprint arXiv:1807
 A simple neural attentive meta-learner,2017, arXiv preprint arXiv:1707
 The role of context in object recognition,2007, Trends in cognitivesciences
 Face processing in humansis compatible with a simple shape-based model of vision,2004, Proceedings of the Royal Society ofLondon
 Striving forsimplicity: The all convolUtional net,2014, arXiv preprint arXiv:1412
 Attention is all you need,2017, In Advances in neural informationprocessing Systems
 Learning steerable filters for rotation equiv-ariant cnns,2018, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Cubenet: Equivariance to 3d rotation and translation,2018, InProceedings of the European Conference on Computer Vision (ECCV)
 Deep scale-spaces: Equivariance over scale,2019, arXiv preprintarXiv:1905
 Harmonicnetworks: Deep translation and rotation equivariance,2017, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Self-attention generativeadversarial networks,2018, arXiv preprint arXiv:1805
