title,year,conference
 Removing structured noise withself-supervised blind-spot networks,2020, In 2020 IEEE 17th International Symposium on BiomedicalImaging (ISBI)
 From sparse solutions of systems ofequations to sparse modeling of signals and images,2009, SIAM review
 A non-local algorithm for image denoising,2005, In 2005IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR¡¯05)
 Cryo-care: Content-awareimage restoration for cryo-transmission electron microscopy data,2019, In 2019 IEEE 16th InternationalSymposium on Biomedical Imaging (ISBI 2019)
 Denoiseg: Joint denoisingand segmentation,2020, arXiv preprint arXiv:2005
 Learning to see in the dark,2018, In Proceedings ofthe IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Variational lossy autoencoder,2016, arXiv preprint arXiv:1611
 Deep learning for classical japanese literature,2018, arXiv preprint arXiv:1812
 Projected distribution loss for imageenhancement,2020, arXiv preprint arXiv:2012
 Structureduncertainty prediction networks,2018, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Tikhonov regularization and total leastsquares,1999, SIAM journal on matrix analysis and applications
 Improving blind spotdenoising for microscopy,2020, In European Conference on Computer Vision
 Adam: A method for stochastic optimization,2015, 3rd internationalconference on learning representations
 Auto-encoding variational bayes,2014, In Yoshua Bengio andYann LeCun (eds
 An introduction to variational autoencoders,1935, Foundations andTrends? in Machine Learning
 Noise2void-learning denoising from singlenoisy images,2019, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 ProbabilisticNoise2Void: Unsupervised Content-Aware Denoising,2020, Front
 High-quality self-supervised deep imagedenoising,2019, In Advances in Neural Information Processing Systems
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Noise2noise: Learning image restoration without clean data,2018, arXiv preprintarXiv:1803
 Towards hierarchical discretevariational autoencoders,2019,2019
 Microsoft coco: Common objects in context,2014, In Europeanconference on computer vision
 Biva: A very deep hierarchy oflatent variables for generative modeling,2019, arXiv preprint arXiv:1902
 The beetle,2004, Broadview Press
 High perceptualquality image denoising with a posterior sampling cgan,2021, arXiv preprint arXiv:2103
 Fully unsupervisedprobabilistic noise2void,2019, arXiv preprint arXiv:1911
 Fully unsupervised diversity denoising withconvolutional variational autoencoders,2021, In International Conference on Learning Representations
 Self2self with dropout: Learning self-supervised denoising from single image,2020, In Proceedings of the IEEE/CVF Conference on ComputerVision and Pattern Recognition
 Stochastic backpropagation andapproximate inference in deep generative models,2014, arXiv preprint arXiv:1401
 Fields of experts: A framework for learning image priors,2005, In 2005IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR¡¯05)
 Nonlinear total variation based noise removalalgorithms,1992, Physica D: nonlinear phenomena
 Pixelcnn++: Improving thepixelcnn with discretized logistic mixture likelihood and other modifications,2017, arXiv preprintarXiv:1701
 Laddervariational autoencoders,2016, arXiv preprint arXiv:1602
 An objectivecomparison of cell-tracking algorithms,2017, Nature methods
 Deep image prior,2018, In Proceedings of theIEEE Conference on Computer Vision and Pattern Recognition
 Nvae: A deep hierarchical variational autoencoder,2020, arXiv preprintarXiv:2007
 Isotropic reconstruction of 3D fluorescencemicroscopy images using convolutional neural networks,2017, arXiv
 Content-aware imagerestoration: pushing the limits of fluorescence microscopy,2018, Nature methods
 Noise2same: Optimizing a self-supervised boundfor image denoising,2020, arXiv preprint arXiv:2010
 A poisson-gaussian denoising dataset with real fluorescence microscopy images,2019, InCVPR
 From learning models of natural image patches to whole imagerestoration,2011, In 2011 International Conference on Computer Vision
