title,year,conference
 Applying cmac-based online learning to intrusion detection,2000, In Neural Networks
 Multi-view generative adversarial networks,2016, arXiv preprintarXiv:1611
 Investigation of a neural network implementation of a tcp packetanomaly detection system,2004, Technical report
 Generative multi-adversarial networks,2016, arXivpreprint arXiv:1611
 Multi-generator gernerative adversarialnets,2017, arXiv preprint arXiv:1708
 Training a neural-network based intrusion detector to recognizenovel attacks,2001, IEEE Transactions on systems
 Triple generative adversarial nets,2017, arXiv preprintarXiv:1703
 A hierarchical intrusion detection model based onthe pca neural networks,2007, Neurocomputing
 Intrusion detection method based on waveletneural network,2009, In Knowledge Discovery and Data Mining
 Deeplearning approach for network intrusion detection in software defined networking,2016, In WirelessNetworks and Mobile Communications (WINCOM)
 A deep learning approach for intrusiondetection using recurrent neural networks,2017, IEEE Access
