title,year,conference
 Expression invariant 3D face recognition with a morphablemodel,2008, In International Conference on Automatic Face Gesture Recognition
 Learning shape correspondence with anisotropicconvolutional neural networks,2016, In Advances in Neural Information Processing Systems
 Geometric deep learning:going beyond euclidean data,2017, Signal Processing Magazine
 Spectral networks and locally connected networkson graphs,2013, CoRR
 Multilinear wavelets: A statistical shape space for humanfaces,2014, In European Conference on Computer Vision
 Review of statistical shape spaces for 3D datawith comparative analysis for human faces,2014, Computer Vision and Image Understanding
 Facewarehouse: A 3D facial expression databasefor visual computing,2014, Transactions on Visualization and Computer Graphics
 Spectral graph theory,1997, Number 92
 A FACS valid 3D dynamic action unit database withapplications to 3D dynamic morphable facial modeling,2011, In International Conference on ComputerVision
 Convolutional neural networks on graphs withfast localized spectral filtering,2016, In Advances in Neural Information Processing Systems
 Dictionary learning based 3D morphable modelconstruction for face recognition with varying expression and pose,2015, In International Conferenceon3D Vision
 Generative adversarial nets,2014, In Advances in neural information processing systems
 Deep Learning,2016, MIT Press
 Deep residual learning for image recog-nition,2016, In Conference on Computer Vision and Pattern Recognition
 Deep convolutional networks on graph-structured data,2015, CoRR
 Large pose 3D face reconstruction froma single image via direct volumetric CNN regression,2017, International Conference on ComputerVision
 Semi-supervised classification with graph convolutional networks,2016, InInternational Conference on Learning Representations
 Imagenet classification with deep convolutionalneural networks,2012, In Advances in neural information processing systems
 Generalization and network design strategies,1989, Technical report
 Example-based facial rigging,2010, 29(4):32
 Learning a model of facial shape and expressionfrom 4D scans,2017, ACM Transactions on Graphics
 Con-volutional neural networks on surfaces via seamless toric covers,2017, ACM Transactions on Graphics
 Geodesic convolutional neural networkson Riemannian manifolds,2015, In International Conference on Computer Vision Workshops
 Efficient estimation of word representations in vectorspace,2013, arXiv preprint arXiv:1301
 Geometric deeplearning on graphs and manifolds using mixture model CNNs,2017, 2017
 Sparse localizeddeformation components,2013, Transactions on Graphics (Proceedings of SIGGRAPH Asia)
 Pixel recurrent neural networks,2016, arXivpreprint arXiv:1601
 Deep learning 3D shape surfaces using geometry images,2016, InEuropean Conference on Computer Vision
 Real-timeexpression transfer for facial reenactment,2015, Transactions on Graphics
 WaveNet: A generative model for raw audio,2016, CoRR
 Dynamic filters in graph convolutional networks,2017, CoRR
 Face transfer with multilinear models,2005, Transactionson Graphics
 Expression flow for 3D-aware facecomponent transfer,2011, Transactions on Graphics
 SyncSpecCNN: Synchronized spectral CNN for 3d shapesegmentation,2017, 2017
 A high-resolution 3D dynamic facial expressiondatabase,2008, In International Conference on Automatic Face and Gesture Recognition
