title,year,conference
 Quick Training of Probabilistic Neural Nets by Impor-tance Sampling,2003, 2003
 State-of-the-art in visual geo-loCalization,1433, Pattern Analysis andApplications
 Adaptive Subgradient Methods for Online Learningand Stochastic Optimization,1532, J
 A Study on the Accuracy of Flickr’s Geotag Data,2013, In Proceedings of the 36thInternational ACM SIGIR Conference on Research and Development in Information Retrieval
 Delving deep into rectifiers: Surpassinghuman-level performance on imagenet classification,2015, CoRR
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 In-depth explorationof geotagging performance using sampling strategies on yfcc100m,2016, In Proceedings of the 2016ACM Workshop on Multimedia COMMONS
 A Scalable Hierarchical Distributed Lan-guage Model,2009, In D
 Self-organized Hierarchical Soft-max,2017, arXiv:1707
 Planet-photo geolocation with convolutionalneural networks,2016, In European Conference on Computer Vision
 Places: An ImageDatabase for Deep Scene Understanding,1610, arXiv:1610
