title,year,conference
 Audio-visual scene-aware dialog,2019, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Learning to ask more: Semi-autoregressive sequential question generationunder dual-graph interaction,2020, In Proceedings of the 58th Annual Meeting of the Association forComputational Linguistics
 Deep reinforcement learning for mention-ranking corefer-ence models,2016, In Proceedings of the 2016 Conference on Empirical Methods in Natural LanguageProcessing
 Visual dialog,2017, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Classifying arguments by scheme,2011, In Proceedings of the 49thannual meeting of the association for computational linguistics: Human language technologies
 Spatio-temporal scenegraphs for video dialog,2020, arXiv preprint arXiv:2007
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In Proceedings of the thirteenth international conference on artificial intelligence andstatistics
 Graph-based local coherence modeling,2013, In Proceedingsof the 51st Annual Meeting of the Association for Computational Linguistics (Volume 1: LongPapers)
 Joint student-teacher learning foraudio-visual scene-aware dialog,2019, Proc
 Detecting attackablesentences in arguments,2020, In Proceedings of the 2020 Conference on Empirical Methods in NaturalLanguage Processing (EMNLP)
 The eighth dialog systemtechnology challenge,2019, arXiv preprint arXiv:1911
 Adam: A method for stochastic optimization,2015, In InternationalConference on Learning Representations (ICLR)
 Leveraging topicsand audio features with multimodal attention for audio visual scene-aware dialog,2019, 3rd VisuallyGrounded Interaction and Language (ViGIL) Workshop
 Multimodal transformer networks for end-to-end video-grounded dialogue systems,2019, In Proceedings of the 57th Annual Meeting of theAssociationfor Computational Linguistics
 Exploring the role of argument structure in online debatepersuasion,2020, In Proceedings of the 2020 Conference on Empirical Methods in Natural LanguageProcessing (EMNLP)
 Rouge: A package for automatic evaluation of summaries,2004, Text SummarizationBranches Out
 Dynamic language binding inrelational visual reasoning,2020, In Christian Bessiere (ed
 End-to-end argument mining for discussion threads based on par-allel constrained pointer architecture,2018, In Noam Slonim and Ranit Aharonov (eds
 Support or oppose? classifying positions in online debatesfrom reply activities and opinion expressions,2010, In Coling 2010: Posters
 Argument mining with structured SVMs and RNNs,2017, InProceedings of the 55th Annual Meeting of the Association for Computational Linguistics (Volume1: Long Papers)
 Bleu: a method for automaticevaluation of machine translation,2002, In Proceedings of the 40th annual meeting on association forcomputational linguistics
 End-to-end argumentation mining in student essays,2016, In Proceedingsof the 2016 Conference of the North American Chapter of the Association for ComputationalLinguistics: Human Language Technologies
 Dynamicallyfused graph network for multi-hop reasoning,2019, In Proceedings of the 57th Annual Meeting of theAssociation for Computational Linguistics
 Languagemodels are unsupervised multitask learners,2019, OpenAI Blog
 Cmu sinbad’s submission for the dstc7 avsdchallenge,2019, In DSTC7 at AAAI2019 workshop
 A simple baseline for audio-visual scene-aware dialog,2019, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Factor graph attention,2019, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Groundedcompositional semantics for finding and describing images with sentences,2014, Transactions of theAssociation for Computational Linguistics
 Dream: A challenge dataset and models for dialogue-based reading comprehension,2019, Transactions of the Association forComputational Linguistics
 Rethinkingthe inception architecture for computer vision,2016, In Proceedings of the IEEE conference on computervision and pattern recognition
 Multi-hop readingcomprehension across documents with path-based graph convolutional network,2020, In ChristianBessiere (ed
 Multi-hop readingcomprehension across multiple documents by reasoning over heterogeneous graphs,2019, In Proceedingsof the 57th Annual Meeting of the Association for Computational Linguistics
 Attention is all you need,2017, In I
 Cider: Consensus-based imagedescription evaluation,2015, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Constructing datasets for multi-hopreading comprehension across documents,2018, Transactions of the Association for ComputationalLinguistics
 Reasoning visual dialogs withstructural and partial observations,2019, In Proceedings of the IEEE Conference on Computer Visionand Pattern Recognition
 The models are trained with awarm-up learning rate period of 5 epochs before the learning rate decays and the training finishesup to 50 epochs,2010, The best model is selected by the average loss in the validation set
