title,year,conference
 R6nyi fair inference,2020, InternationalConference on Learning Representations
 A characterizationof guesswork on swiftly tilting curves,2018, IEEE Transactions on Information Theory
 Robust regression via hard thresholding,2015, In Advances in NeuralInformation Processing Systems
 Consistent robust regression,2017, InAdvances in Neural Information Processing Systems
 Optimization Models,2014, Cambridge University Press
 Active bias: Training more accurate neuralnetworks by emphasizing high variance samples,2017, In Advances in Neural Information Processing Systems
 Simnets: A generalization of convolutional networks,2014, arXiv preprintarXiv:1410
 Deep simnets,2016, In Conference on Computer Vision and PatternRecognition
 Sever: Arobust meta-algorithm for stochastic optimization,2019, In International Conference on Machine Learning
 Empirical riskminimization under fairness constraints,2018, In Advances in Neural Information Processing Systems
 Escaping from saddle points—online stochastic gradient fortensor decomposition,2015, In Conference on Learning Theory
 Equality of opportunity in supervised learning,2016, In Advances in NeuralInformation Processing Systems
 Fairness without demographicsin repeated loss minimization,2018, In International Conference on Machine Learning
 Using trusted data to train deep networkson labels corrupted by severe noise,2018, In Advances in Neural Information Processing Systems
 Better generalization with less data using robust gradient descent,2019, InInternational Conference on Machine Learning
 Risk-sensitive markov decision processes,1972, Management science
 Robust estimation of a location parameter,1964, The Annals of Mathematical Statistics
 Accelerating deep learning by focusingon the biggest losers,2019, arXiv preprint arXiv:1910
 MentorNet: Learning data-drivencurriculum for very deep neural networks on corrupted labels,2018, In International Conference on MachineLearning
 How to escape saddle pointsefficiently,2017, In International Conference on Machine Learning
 Efficient fair principalcomponent analysis,2019, arXiv preprint arXiv:1911
 Linear convergence of gradient and proximal-gradient methodsunder the Polyak-Ejasiewicz condition,2016, In Joint European Conference on Machine Learning and KnowledgeDiscovery in Databases
 Learning from noisy singly-labeled data,2018, InInternational Conference on Learning Representations
 A new penalty function method for constrained minimization,1972, In IEEEConference on Decision and Control and 11th Symposium on Adaptive Processes
 Learning multiple layers of features from tiny images,2009, 2009
 Self-paced learning for latent variable models,2010, InAdvances in Neural Information Processing Systems
 A superquantile approach for federatedlearning with heterogeneous devices,2021, In Annual Conference on Information Sciences and Systems
 Gradient-based learning applied to documentrecognition,1998, Proceedings of the IEEE
 On human-aligned risk minimization,2019, In Advances inNeural Information Processing Systems
 Ensemble of exemplar-SVMs for object detectionand beyond,2011, In International Conference on Computer Vision
 Empirical bernstein bounds and sample variance penalization,2009, arXivpreprint arXiv:0907
 Communication-efficient learning of deep networks from decentralized data,2017, In International Conference on ArtificialIntelligence and Statistics
 Agnostic federated learning,2019, In InternationalConference on Machine Learning
 Variance-based regularization with convex objectives,2017, In Advances inNeural Information Processing Systems
 Entropic risk measure in policy search,2019, International Conference onIntelligent Robots and Systems
 On the pervasiveness of difference-convexity inoptimization and statistics,2019, Mathematical Programming
 Meta-qsar: a large-scale application of meta-learning to drug design and discovery,2018, MachineLearning
 Fr-train: A mutual information-basedapproach to fair and robust training,2020, In International Conference on Machine Learning
 The priceof fair PCA: One extra dimension,2018, In Advances in Neural Information Processing Systems
 On the dual formulation of boosting algorithms,2010, IEEE Transactions on PatternAnalysis and Machine Intelligence
 Training region-based object detectors with onlinehard example mining,2016, In Conference on Computer Vision and Pattern Recognition
 Certifying some distributional robustness with principledadversarial training,2018, In International Conference on Learning Representations
 Rethinking the inceptionarchitecture for computer vision,2016, In Conference on Computer Vision and Pattern Recognition
 Multi-criteria dimensionality reduction with applications to fairness,2019, In Advances in Neural Information ProcessingSystems
 Learning from noisylarge-scale datasets with minimal supervision,2017, In Conference on Computer Vision and Pattern Recognition
 A new class of upper bounds on the log partitionfunction,2005, IEEE Transactions on Information Theory
 Relaxed clipping: A global trainingmethod for robust regression and classification,2010, In Advances in Neural Information Processing Systems
 The comparisons of data mining techniques for the predictive accuracy ofprobability of default of credit card clients,2009, Expert Systems with Applications
 A polynomial-time form of robust regression,2012, In Advancesin Neural Information Processing Systems
 Understanding deep learningrequires rethinking generalization,2017, In International Conference on Learning Representations
 Generalized cross entropy loss for training deep neural networks with noisylabels,2018, In Advances in Neural Information Processing Systems
 In Section 5,2012,1
 Recall that in Section 5,2018,1
 In Section 5,2021,1
