title,year,conference
 Structured prediction energy networks,2016, In Proceedings ofthe 33rd International Conference on International Conference on Machine Learning
 End-to-end object detection with transformers,2020, arXiv preprintarXiv:2005
 Generic methods for optimization-based modeling,2012, In Artificial Intelligence andStatistics
 Implicit generation and modeling with energy based models,2019, InAdvances in Neural Information Processing Systems
 A point set generation network for 3d object recon-struction from a single image,2017, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 The Universal History of Numbers,2000, Harvill London
 The Hungarian method for the assignment problem,1955, Naval Research LogisticsQuarterly
 A tutorial onenergy-based learning,2006, Predicting Structured Data
 Mnist handwritten digit database,2010, 2010
 Object-centric learning with slot atten-tion,2020, arXiv preprint arXiv:2006
 Concept learning with energy-based models,2018, arXiv preprint arXiv:1811
 Probabilistic inference using Markov chain Monte Carlo methods,1993, Department ofComputer Science
 MCMC using Hamiltonian dynamics,2011, Handbook of markov chain montecarlo
 Learning deep energy models,2011, InProceedings of the 28th International Conference on Machine Learning
 On the anatomy ofMCMC-based maximum likelihood learning of energy-based models,2020, AAAI
 Machine learningfor molecular simulation,2020, Annual Review of Physical Chemistry
 Pointnet: Deep learning on pointsets for 3d classification and segmentation,2017, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 A simple neural network module for relational reasoning,2017, InAdvances in Neural Information Processing Systems
 Repulsion loss:Detecting pedestrians in a crowd,2018, In Proceedings of the IEEE Conference on Computer Visionand Pattern Recognition
 A theory of generative convnet,2016, InInternational Conference on Machine Learning
 Deep structured energy based modelsfor anomaly detection,2016, In Proceedings of the 33rd International Conference on InternationalConference on Machine Learning
 Deep set prediction networks,2019, In Advancesin Neural Information Processing Systems
 Deep set prediction networks,2020, arXivpreprintarXiv:1906
 FSPool: Learning set representations withfeaturewise sort pooling,2020, In International Conference on Learning Representations
 Unambiguous +Ambiguous and 2,2017, Ambiguous only
