title,year,conference
 Cormorant: Covariant molecular neuralnetworks,2019, In Advances in neural information processing systems (NeurIPS)
 Equivariant neural networks and equivarification,2019, arXiv preprintarXiv:1906
 Neural ordinarydifferential equations,2018, In Advances in neural information processing systems
 Rotation equivariance and invariance inconvolutional neural networks,2018, arXiv preprint arXiv:1805
 Towards lattice Boltzmann models for climate sciences: The GeLBprogramming language with applications,2018, PhD thesis
 Group equivariant convolutional networks,2016, In Internationalconference on machine learning (ICML)
 Steerable CNNs,2016, arXiv preprint arXiv:1612
 A general theory of equivariant cnns onhomogeneous spaces,2019, In Advances in Neural Information Processing Systems
 Gauge equivariantconvolutional networks and the icosahedral CNN,2019, In Proceedings of the 36th InternationalConference on Machine Learning (ICML)
 A kernel theory of modern data augmentation,2019, Proceedings ofmachine learning research
 Complex economic dynamics-vol,1994, 1: An introduction to dynamical systemsand market mechanisms
 Deep learning for physical pro-cesses: Incorporating prior scientific knowledge,2018, In International Conference on LearningRepresentations
 Exploiting cyclic symmetry inconvolutional neural networks,2016, In International Conference on Machine Learning (ICML)
 Deep learning for turbulentchannel flow,2018, arXiv preprint arXiv:1812
 Unsupervised learning for physical interactionthrough video prediction,2016, In Advances in neural information processing systems
 Generalizingconvolutional neural networks for equivariance to lie groups on arbitrary continuous data,2020, arXivpreprint arXiv:2002
 Deep residual learning for imagerecognition,2015, arXiv:1505
 The mathematics of infectious diseases,2000, SIAM review
 Dynamical systems in neuroscience,2007, MIT press
 On the generalization of equivariance and convolutionin neural networks to the action of compact groups,2018, In Proceedings of the 35th InternationalConference on Machine Learning (ICML)
 Understanding image representations by measuring theirequivariance and equivalence,2015, In Proceedings of the IEEE conference on computer vision andpattern recognition
 Finite-difference algorithm withlocal time-space grid refinement for simulation of waves,2012, Computational geosciences
 Deep multi-scale video prediction beyondmean square error,2015, arXiv preprint arXiv:1511
 Compressed convolutionalLSTM: An efficient deep learning framework to model high fidelity 3D turbulence,2019, arXivpreprint arXiv:1903
 Deepdynamical modeling and control of unsteady fluid flows,2018, In Advances in Neural InformationProcessing Systems (NeurIPS)
 Invariantrepresentations without adversarial training,2018, In Advances in Neural Information ProcessingSystems (NeurIPS)
 A review on deep learning techniquesfor video prediction,2020, ArXiv
 Scale steerable filters for locally scale-invariant convolutionalneural networks,2019, arXiv preprint arXiv:1906
 Scale-equivariant steerable networks,2020, InInternational Conference on Learning Representations
 AcceleratingEulerian fluid simulation with convolutional networks,2017, In Proceedings of the 34th InternationalConference on Machine Learning (ICML)
 Decomposingmotion and content for natural video sequence prediction,2017, In International Conference onLearning Representations (ICLR)
 Towards physics-informed deep learning for turbulent flow prediction,2019, arXiv preprint arXiv:1911
 Learning steerable filters for rotationequivariant CNNs,2018, Computer Vision and Pattern Recognition (CVPR)
 Deep scale-spaces: Equivariance over scale,2019, In Advances inNeural Information Processing Systems (NeurIPS)
 Har-monic networks: Deep translation and rotation equivariance,2017, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition
 Visual dynamics: Probabilisticfuture frame synthesis via cross convolutional networks,2016, In Advances in neural informationprocessing systems (NeurIPS)
