title,year,conference
 A minimal sequence code forswitching protein structure and function,2009, Proceedings of the National Academy of Sciences
 Unifiedrational protein engineering with sequence-based deep representation learning,2019, Nature Methods
 Basic local alignment search tool,1990, J MolecularBiology
 EnzyNet: enzymeclassification using 3D convolutional neural networks on spatial representation,2017, arXiv:1707
 Continuous distributed representation of biological sequences for deep proteomicsand genomics,2015, PLoS ONE
 GraphQA: Protein Model Quality Assessmentusing Graph Convolutional Networks,2020, Bioinformatics
 Protein length in eukaryotic and prokaryotic proteomes,2005, Nucleic AcidsRes
 Revolutionary cryo-em is taking over structural biology,2020, Nature News
 Deep convolutional networksfor quality assessment of protein folds,2018, Bioinformatics
 Edge contraction pooling for graph neural networks,2019, arxiv:1905
 Distinguishing enzyme structures from non-enzymes without alignments,2003, JMolecular Biology
 Prottrans: Towards cracking the language of life’s code throughself-supervised deep learning and high performance computing,2020, 2020
 Graph U-nets,2019, In ICML
 Structure-based function prediction using graph convolutionalnetworks,2019, bioRxiv
 Deep residual learning for image recognition,2016, In 2016 IEEE Conferenceon Computer Vision and Pattern Recognition (CVPR)
 Monte carlo convolution for learning onnon-uniformly sampled point clouds,2018, ACM Trans
 Deepsf: Deep convolutional neural network for mapping protein sequences tofolds,2018, In Proceedings of the 2018 ACM International Conference on Bioinformatics
 Generative models for graph-based proteindesign,2019, InNeurIPS
 DeepSite: protein-binding site predictor using 3D-convolutional neural networks,2017, Bioinformatics
 Dictionary of protein secondary structure: pattern recognition ofhydrogen-bonded and geometrical features,1983, Biopolymers: Original Research on Biomolecules
 Semi-supervised classification with graph convolutional networks,2017, ICML
 Siamese neural networks for one-shot imagerecognition,2015, In ICML Deep Learning Workshop
 DeepGO: predicting protein functions fromsequence and interactions using a deep ontology-aware classifier,2017, Bioinformatics
 Efficient estimation of word representations invector space,2013, arXiv preprint arXiv:1301
 Pre-training of deepbidirectional protein sequence representations with structural information,2020, Bioinformatics
 SCOP: a structural classification of proteins databasefor the investigation of sequences and structures,1955, J Molecular Biology
 PointNet: Deep learning on point sets for 3Dclassification and segmentation,2017, CVPR
 PointNet++: Deep hierarchical feature learning on pointsets in a metric space,2017, NIPS
 Protein-ligand scoringwith convolutional neural networks,2017, J Chemical Information and Modeling
 Evaluating protein transfer learning with tape,2019, Advances in Neural Information Processing Systems
 Improved protein structure prediction using potentials from deep learning,2020, Nature
 Assembly of protein tertiary structures from fragmentswith similar local sequences using simulated annealing and bayesian scoring functions,1997, J Molecular Biology
 Udsmprot: universal deep sequencemodels for protein classification,2020, Bioinformatics
 Kpconv: Flexible and deformable convolution for point clouds,2019, In ICCV
 In Advances in Neural Information Processing Systems 32,2019, 2019
 End-to-end learning on 3D protein structurefor interface prediction,2019, In NeurIPS
 Compound-protein interaction prediction with end-to-endlearning of neural networks for graphs and sequences,2018, Bioinformatics
 Visualizing high-dimensional data using t-sne,2008, J Machine LearningResearch
 A tutorial on spectral clustering,2007, Statistics and computing
 Pointconv: Deep convolutional networks on 3d point clouds,2019, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Deformable filter convolution forpoint cloud reasoning,2019, arXiv:1907
 Hierarchicalgraph representation learning with differentiable pooling,2018, In NIPS
 An end-to-end deep learning architecture forgraph classification,2018, In Proc
 Hierarchicalgraph pooling with structure learning,2019, arXiv:1911
 Learning metrics for persistence-based summaries and applications for graphclassification,2019, In Advances in Neural Information Processing Systems 32
