title,year,conference
 Openface: A general-purposeface recognition library with mobile applications,2016, CMU School of Computer Science
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Density estimation using real nvp,2016, arXivpreprint arXiv:1605
 An introduction to roc analysis,2006, Pattern recognition letters
 One-shot learning of object categories,2006, IEEE transactionson pattern analysis and machine intelligence
 Identifying natural imagesfrom human brain activity,2008, Nature
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Siamese neural networks for one-shotimage recognition,2015, In ICML deep learning workshop
 Multi-class deep boosting,2014, In Advances inNeural Information Processing Systems
 Multi-class svms: From tighterdata-dependent generalization bounds to novel algorithms,2015, In Advances in Neural InformationProcessing Systems
 Multi-class learning:From theory to algorithm,1586, In S
 Deep learning for extreme multi-label text classification,2017, In Proceedings of the 40th International ACM SIGIR Conference onResearch and DeveloPment in Information Retrieval
 Sphereface: Deephypersphere embedding for face recognition,2017, In Proceedings of the IEEE conference on comPutervision and Pattern recognition
 Neural networks for density estimation,1999, In Advances inNeural Information Processing Systems
 Encoding and decodingin fmri,2011, Neuroimage
 Learning and transferring mid-level im-age representations using convolutional neural networks,2014, In Proceedings of the IEEE conferenceon comPuter vision and Pattern recognition
 A survey on transfer learning,2010, IEEE Transactions on knowledgeand data engineering
 Masked autoregressive flow for densityestimation,2017, In Advances in Neural Information Processing Systems
 Facenet: A unified embedding for facerecognition and clustering,2015, In Proceedings of the IEEE conference on comPuter vision and Patternrecognition
 Convolutional neural network-based encoding and decoding of visualobject recognition in space and time,2018, NeuroImage
 Understanding machine learning: From theory to algo-rithms,2014, Cambridge University press
 Very deep convolUtional networks for large-scale imagerecognition,2014, arXiv PrePrint arXiv:1409
