title,year,conference
 Optimizing the LatentSpace of Generative Networks,2018, In Proceedings of the 35th International Conference on MachineLearning
 Generative Pretraining from Pixels,2020, In Proceedings of the 37th InternationalConference on Machine Learning
 Variational Lossy Autoencoder,2017, In 5th International Conference onLearning Representations
 Second-order Attention Networkfor Single Image Super-Resolution,2019, In Proceedings of the IEEE Conference on Computer Visionand Pattern Recognition
 Implicit Generation and Generalization in Energy-Based Models,2019, InNeural Information Processing Systems (NeurIPS)
 Model-Agnostic Meta-Learning for Fast Adaptationof Deep Networks,2017, Proceedings of the 34th International Conference on Machine Learning
 Stochastic Bidirectional Training,1998, In SMC’98 Conference Proceedings
 Generative Adversarial Nets,2014, In Advances in NeuralInformation Processing Systems 27
 Beta-VAE: Learning Basic Visual Concepts with aConstrained Variational Framework,2017, In 5th International Conference on Learning Representations
 Batch Normalization: Accelerating Deep Network Trainingby Reducing Internal Covariate Shift,2015, In Proceedings of the 32nd International Conference onMachine Learning
 Semi-Supervised Learning viaCompact Latent Space Clustering,2018, Proceedings of the 35th International Conference on MachineLearning
 Glow: Generative Flow with Invertible 1x1 Convolutions,2018, InAdvances in neural information processing systems
 Gradient-Based Learning Appliedto Document Recognition,1998, Proceedings of the IEEE
 Learning Methods for Generic Object Recognitionwith Invariance to Pose and Lighting,2004, In Proceedings of the IEEE Computer Society Conferenceon Computer Vision and Pattern Recognition
 Neural Speech Synthesis withTransformer Network,2019, In Proceedings of the AAAI Conference on Artificial Intelligence
 Precise Recovery of Latent Vectors from GenerativeAdversarial Networks,2017, In 5th International Conference on Learning Representations
 An Empirical Bayes Estimator of the Mean of a Normal Population,1961, Bulletin ofthe International Statistical Institute
 Learning Non-Convergent Non-Persistent Short-Run MCMC Toward Energy-Based Model,2019, In Neural Information ProcessingSystems (NeurIPS)
 Learning Multi-layer Latent Variable Model via Variational Optimization of Short Run MCMC for ApproximateInference,2020, stat
 DeepSDF:Learning Continuous Signed Distance Functions for Shape Representation,2019, In Proceedings of theIEEE Conference on Computer Vision and Pattern Recognition
 Variational Inference with Normalizing Flows,2015, 32ndInternational Conference on Machine Learning
 An Empirical Bayes Approach to Statistics,1956, In Proc
 Planning chemical syntheses with deep neuralnetworks and symbolic AI,2018, Nature
 MetaSDF:Meta-learning Signed Distance Functions,2020, In eural Information Processing Systems (NeurIPS)
 Implicit Neural Representations with Periodic Activation Functions,2020, In Neural InformationProcessing Systems (NeurIPS)
 NVAE: A Deep Hierarchical Variational Autoencoder,2020, In NeuralInformation Processing Systems (NeurIPS)
 Fashion-MNIST: a Novel Image Dataset for Bench-marking Machine Learning Algorithms,2017, arXiv preprint arXiv:1708
 Towards Deeper Understanding of VariationalAutoencoding Models,2017, Proceedings of the 34th International Conference on Machine Learning
 Learningwith Local and Global Consistency,2003, Advances in neural information processing systems
 Generative Visual Manipula-tion on the Natural Image Manifold,2016, In European Conference on Computer Vision
