title,year,conference
 Pitfalls of in-domainuncertainty estimation and ensembling in deep learning,2020, In International Conference on LearningRepresentations (ICLR)
 Efficiency of conformalized ridge regression,2014, In Conference onLearning Theory (COLT)
 Aggregated conformal prediction,2014, In AIAI Workshops
 Knowing what you know: valid confidence setsin multiclass and multilabel prediction,2020, arXiv prepring: arXiv 2004
 Trimmed conformal predictionfor high-dimensional models,2016, arXiv preprint: arXiv 1611
 Discretized conformal prediction for efficientdistribution-free inference,2018, Stat
 Distributional conformal prediction,2019, arXivpreprint: arXiv 1909
 Cascaded text generation with markov transformers,2020, arXivpreprint: arXiv 2006
 Eraser: A benchmark to evaluate rationalized nlp models,2020, In AnnualMeeting of the Association for Computational Linguistics (ACL)
 Dropout as a bayesian approximation: Representing modeluncertainty in deep learning,2016, In International Conference on Machine Learning (ICML)
 Selective classification for deep neural networks,2017, In Advancesin Neural Information Processing Systems (NeurIPS)
 On calibration of modern neuralnetworks,2017, In International Conference on Machine Learning (ICML)
 Uncertaintyquantification using neural networks for molecular property prediction,2020, arXiv preprint: arXiv2005
 Adaptive mixturesof local experts,1991, Neural Computation
 To trust or not to trust a classifier,2018, InAdvances in Neural Information Processing Systems (NeurIPS)
 Simple and scalable predictiveuncertainty estimation using deep ensembles,2017, In Advances in Neural Information ProcessingSystems
 Training confidence-calibrated classifiers fordetecting out-of-distribution samples,2018, In International Conference on Learning Representations(ICLR)
 A convolutional neuralnetwork cascade for face detection,2015, In Conference on Computer Vision and Pattern Recognition(CVPR)
 On thecalibration of aggregated conformal predictors,2017, In Proceedings of the Sixth Workshop on Conformaland Probabilistic Prediction and Applications
 Large-scale comparison of machinelearning methods for drug target prediction on chembl,2018, Chemical Science
 Combining fact extraction and verification with neuralsemantic matching networks,2019, In AAAI Conference on Artificial Intelligence (AAAI)
 Inductive conformal prediction: Theory and application to neural networks,2008, InTools in Artificial Intelligence
 Software Framework for Topic Modelling With Large Corpora,2010, InLREC 2010 Workshop on New Challenges for NLP Frameworks
 Conformalized quantile regression,2019, InAdvances in Neural Information Processing Systems (NeurIPS)
 With malice towardnone: Assessing uncertainty via equalized coverage,2020, Harvard Data Science Review
 An improved Bonferroni procedure for multiple tests of significance,1986, Biometrika
 Compu-tationally efficient versions of conformal predictive distributions,2020, NeurocomPuting
 Structured prediction cascades,2010, In International Conference onArtificial Intelligence and Statistics (AISTATS)
