title,year,conference
 A new look at the statistical model identification,1974, Automatic Control
 How to refute a random CSP,2015, CoRR
 Learning polynomials withneural networks,2014, In Proceedings of the 31th International Conference on Machine Learning
 Provable bounds for learning somedeep representations,2014, In Proceedings of the 31th International Conference on Machine Learning
 Vapnik-chervonenkis dimension bounds for two- and three-layer networks,1993, NeuralComputation
 What size net gives valid generalization? Neural Comput,0899,
 Cryptographic primitivesbased on hard learning problems,1994, In Proceedings of the 13th Annual International CryptologyConference on Advances in Cryptology
 Support-vector networks,0885, Mach
 Approximation by superpositions of a sigmoidal function,1992, MCSS
 A PTAS for agnostically learning halfspaces,2014, CoRR
 Complexity theoretic limitations on learning halfspaces,2015, CoRR
 From average case complexity to improperlearning complexity,2013, CoRR
 Backpropagation neural nets with one and two hidden layers,1045, NeuralNetworks
 Noise Stable Halfspaces areClose to Very Small Juntas,2014, November 2014
 Optimal bounds on approximation of submodular and xos func-tions by juntas,2013, In Proceedings of the 2013 IEEE 54th Annual Symposium on Foundations ofComputer Science
 Hardness of learning halfspaces with noise,2006, In 2006 47th AnnualIEEE Symposium on Foundations of Computer Science (FOCS’06)
 Kernel methods in machine learn-ing,2008, Ann
 Multilayer feedforward networks areuniversal approximators,1989, Neural Networks
 Noise-resistant boolean functions are juntas,2002, preprint
 Learning quickly when irrelevant attributes abound: A new linear-thresholdalgorithm,0885, Mach
 Vapnik-chervonenkis dimension of neural nets,1995, In Michael A
 Perceptrons - an introduction to computational geometry,1987, MITPress
 The chow parameters problem,2011, SIAM J
 Approximation theory of the mlp model in neural networks,1474, Acta Numerica
 A neuroidal architecture for cognitive computation,0004, J
